TEAM_NAME,GAME_DATE,pts,ou_open,ou_close,ml,spread_open,spread_close,GAME_ID,TEAM_ID
Los Angeles Clippers,2017-04-10,125,228.5,231.5,-420,-4.5,-9.0,21601210,1610612746
Brooklyn Nets,2017-04-10,105,223.0,222.0,550,10.5,10.5,21601204,1610612751
Boston Celtics,2017-04-10,114,223.0,222.0,-800,-10.5,-10.5,21601204,1610612738
Chicago Bulls,2017-04-10,122,212.0,215.0,-400,-7.5,-8.0,21601206,1610612741
Orlando Magic,2017-04-10,75,212.0,215.0,330,7.5,8.0,21601206,1610612753
Utah Jazz,2017-04-10,105,209.5,206.0,450,8.0,10.0,21601211,1610612762
Golden State Warriors,2017-04-10,99,209.5,206.0,-600,-8.0,-10.0,21601211,1610612744
Indiana Pacers,2017-04-10,120,211.0,211.5,-400,7.0,8.0,21601203,1610612754
Philadelphia 76ers,2017-04-10,111,211.0,211.5,330,7.0,8.0,21601203,1610612755
Memphis Grizzlies,2017-04-09,90,198.0,193.5,-220,-8.5,-5.5,21601201,1610612763
Detroit Pistons,2017-04-09,103,198.0,193.5,190,8.5,5.5,21601201,1610612765
Houston Rockets,2017-04-09,135,222.5,225.5,-500,10.0,9.0,21601200,1610612745
Sacramento Kings,2017-04-09,128,222.5,225.5,400,10.0,9.0,21601200,1610612758
Oklahoma City Thunder,2017-04-09,106,229.0,229.5,190,4.5,5.0,21601198,1610612760
Denver Nuggets,2017-04-09,105,229.0,229.5,-220,-4.5,-5.0,21601198,1610612743
Atlanta Hawks,2017-04-09,126,214.0,214.5,180,1.5,5.0,21601197,1610612737
Cleveland Cavaliers,2017-04-09,125,214.0,214.5,-210,1.5,5.0,21601197,1610612739
Phoenix Suns,2017-04-09,124,212.5,210.5,-140,-1.5,-2.5,21601199,1610612756
Dallas Mavericks,2017-04-09,111,212.5,210.5,120,1.5,2.5,21601199,1610612742
Toronto Raptors,2017-04-09,110,203.0,201.0,-500,7.5,9.0,21601196,1610612761
New York Knicks,2017-04-09,97,203.0,201.0,400,7.5,9.0,21601196,1610612752
Los Angeles Lakers,2017-04-09,110,221.0,222.0,195,4.0,6.0,21601202,1610612747
Minnesota Timberwolves,2017-04-09,109,221.0,222.0,-230,4.0,6.0,21601202,1610612750
Miami Heat,2017-04-08,106,216.0,216.5,145,5.5,3.5,21601192,1610612748
Washington Wizards,2017-04-08,103,216.0,216.5,-165,-5.5,-3.5,21601192,1610612764
Boston Celtics,2017-04-08,121,214.0,213.5,-110,1.0,0.0,21601189,1610612738
Charlotte Hornets,2017-04-08,114,214.0,213.5,-110,-1.0,-0.0,21601189,1610612766
Portland Trail Blazers,2017-04-08,101,202.0,201.5,-145,-1.5,-2.5,21601194,1610612757
Utah Jazz,2017-04-08,86,202.0,201.5,125,1.5,2.5,21601194,1610612762
Indiana Pacers,2017-04-08,127,210.5,211.5,-185,3.5,4.5,21601190,1610612754
Orlando Magic,2017-04-08,112,210.5,211.5,165,3.5,4.5,21601190,1610612753
Brooklyn Nets,2017-04-08,107,215.5,215.5,140,3.0,3.0,21601188,1610612751
Chicago Bulls,2017-04-08,106,215.5,215.5,-160,3.0,3.0,21601188,1610612741
San Antonio Spurs,2017-04-08,87,206.5,208.5,-125,-4.0,-1.5,21601193,1610612759
Los Angeles Clippers,2017-04-08,98,206.5,208.5,105,4.0,1.5,21601193,1610612746
New Orleans Pelicans,2017-04-08,101,219.0,216.0,1600,13.0,17.0,21601195,1610612740
Golden State Warriors,2017-04-08,123,219.0,216.0,-6000,-13.0,-17.0,21601195,1610612744
Philadelphia 76ers,2017-04-08,82,207.0,209.0,250,5.0,7.5,21601191,1610612755
Milwaukee Bucks,2017-04-08,90,207.0,209.0,-300,5.0,7.5,21601191,1610612749
New York Knicks,2017-04-07,88,200.0,196.0,800,11.0,12.5,21601181,1610612752
Memphis Grizzlies,2017-04-07,101,200.0,196.0,-1400,-11.0,-12.5,21601181,1610612763
Toronto Raptors,2017-04-07,96,207.5,207.5,-185,-5.0,-4.5,21601180,1610612761
Miami Heat,2017-04-07,94,207.5,207.5,165,5.0,4.5,21601180,1610612748
Denver Nuggets,2017-04-07,122,231.5,229.5,-300,-6.0,-7.5,21601184,1610612743
New Orleans Pelicans,2017-04-07,106,231.5,229.5,250,6.0,7.5,21601184,1610612740
San Antonio Spurs,2017-04-07,102,186.5,189.0,180,6.0,5.0,21601183,1610612759
Dallas Mavericks,2017-04-07,89,186.5,189.0,-210,-6.0,-5.0,21601183,1610612742
Minnesota Timberwolves,2017-04-07,113,204.5,197.5,550,8.5,11.0,21601185,1610612750
Utah Jazz,2017-04-07,120,204.5,197.5,-800,-8.5,-11.0,21601185,1610612762
Detroit Pistons,2017-04-07,114,223.0,224.0,550,11.0,11.0,21601182,1610612765
Houston Rockets,2017-04-07,109,223.0,224.0,-800,-11.0,-11.0,21601182,1610612745
Atlanta Hawks,2017-04-07,114,214.0,212.5,1300,10.0,15.5,21601179,1610612737
Cleveland Cavaliers,2017-04-07,100,214.0,212.5,-3500,-10.0,-15.5,21601179,1610612739
Oklahoma City Thunder,2017-04-07,99,226.0,229.0,-500,8.0,9.0,21601186,1610612760
Phoenix Suns,2017-04-07,120,226.0,229.0,400,8.0,9.0,21601186,1610612756
Los Angeles Lakers,2017-04-07,98,213.0,216.5,-145,-2.5,-2.5,21601187,1610612747
Sacramento Kings,2017-04-07,94,213.0,216.5,125,2.5,2.5,21601187,1610612758
Atlanta Hawks,2017-04-06,123,209.0,209.0,100,1.5,1.5,21601177,1610612737
Boston Celtics,2017-04-06,116,209.0,209.0,-120,1.5,1.5,21601177,1610612738
Milwaukee Bucks,2017-04-06,89,200.5,203.5,165,3.5,4.5,21601175,1610612749
Indiana Pacers,2017-04-06,104,200.5,203.5,-185,-3.5,-4.5,21601175,1610612754
Minnesota Timberwolves,2017-04-06,98,219.5,217.0,180,6.0,5.0,21601178,1610612750
Portland Trail Blazers,2017-04-06,105,219.5,217.0,-210,-6.0,-5.0,21601178,1610612757
Brooklyn Nets,2017-04-06,107,227.5,222.0,100,2.0,1.0,21601174,1610612751
Orlando Magic,2017-04-06,115,227.5,222.0,-120,-2.0,-1.0,21601174,1610612753
Washington Wizards,2017-04-06,106,217.0,217.5,-245,5.0,6.0,21601176,1610612764
New York Knicks,2017-04-06,103,217.0,217.5,205,5.0,6.0,21601176,1610612752
Philadelphia 76ers,2017-04-06,90,211.0,209.0,200,5.5,6.0,21601173,1610612755
Chicago Bulls,2017-04-06,102,211.0,209.0,-240,5.5,6.0,21601173,1610612741
Memphis Grizzlies,2017-04-05,100,203.0,198.5,120,1.5,2.5,21601167,1610612763
Oklahoma City Thunder,2017-04-05,103,203.0,198.5,-140,1.5,2.5,21601167,1610612760
Miami Heat,2017-04-05,112,207.0,203.5,130,1.5,2.5,21601165,1610612748
Charlotte Hornets,2017-04-05,99,207.0,203.5,-150,-1.5,-2.5,21601165,1610612766
Toronto Raptors,2017-04-05,105,198.0,201.5,-155,1.5,3.0,21601166,1610612761
Detroit Pistons,2017-04-05,102,198.0,201.5,135,1.5,3.0,21601166,1610612765
Denver Nuggets,2017-04-05,104,241.0,241.5,290,8.0,7.5,21601168,1610612743
Houston Rockets,2017-04-05,110,241.0,241.5,-350,-8.0,-7.5,21601168,1610612745
Los Angeles Clippers,2017-04-05,112,203.5,205.0,-800,-12.0,-11.0,21601172,1610612746
Dallas Mavericks,2017-04-05,101,203.5,205.0,550,12.0,11.0,21601172,1610612742
Boston Celtics,2017-04-05,91,218.5,222.0,-175,-3.0,-4.0,21601169,1610612738
Cleveland Cavaliers,2017-04-05,114,218.5,222.0,155,3.0,4.0,21601169,1610612739
Golden State Warriors,2017-04-05,120,217.5,228.5,-450,7.5,8.5,21601171,1610612744
Phoenix Suns,2017-04-05,111,217.5,228.5,375,7.5,8.5,21601171,1610612756
Los Angeles Lakers,2017-04-05,102,204.0,207.0,900,11.0,13.5,21601170,1610612747
San Antonio Spurs,2017-04-05,95,204.0,207.0,-1600,-11.0,-13.5,21601170,1610612759
Denver Nuggets,2017-04-04,134,229.5,228.5,135,3.0,3.0,21601158,1610612743
New Orleans Pelicans,2017-04-04,131,229.5,228.5,-155,-3.0,-3.0,21601158,1610612740
Oklahoma City Thunder,2017-04-04,110,211.0,209.5,-250,-4.5,-6.0,21601159,1610612760
Milwaukee Bucks,2017-04-04,79,211.0,209.5,210,4.5,6.0,21601159,1610612749
Charlotte Hornets,2017-04-04,111,217.5,219.5,125,5.5,3.0,21601155,1610612766
Washington Wizards,2017-04-04,118,217.5,219.5,-145,-5.5,-3.0,21601155,1610612764
Sacramento Kings,2017-04-04,98,196.0,197.0,130,1.0,2.5,21601163,1610612758
Dallas Mavericks,2017-04-04,87,196.0,197.0,-150,1.0,2.5,21601163,1610612742
Indiana Pacers,2017-04-04,108,205.0,203.0,-140,-0.0,-3.0,21601157,1610612754
Toronto Raptors,2017-04-04,90,205.0,203.0,120,0.0,3.0,21601157,1610612761
Utah Jazz,2017-04-04,106,205.0,201.5,-240,-7.0,-6.0,21601164,1610612762
Portland Trail Blazers,2017-04-04,87,205.0,201.5,200,7.0,6.0,21601164,1610612757
Orlando Magic,2017-04-04,102,221.5,223.0,550,11.0,11.0,21601156,1610612753
Cleveland Cavaliers,2017-04-04,122,221.5,223.0,-800,-11.0,-11.0,21601156,1610612739
Chicago Bulls,2017-04-04,91,207.0,203.5,-200,3.0,5.0,21601160,1610612741
New York Knicks,2017-04-04,100,207.0,203.5,175,3.0,5.0,21601160,1610612752
San Antonio Spurs,2017-04-04,95,193.0,195.0,-450,-8.0,-9.0,21601161,1610612759
Memphis Grizzlies,2017-04-04,89,193.0,195.0,375,8.0,9.0,21601161,1610612763
Golden State Warriors,2017-04-04,121,220.5,218.5,-2000,-13.0,-14.0,21601162,1610612744
Minnesota Timberwolves,2017-04-04,107,220.5,218.5,1000,13.0,14.0,21601162,1610612750
Philadelphia 76ers,2017-04-04,118,219.0,221.5,115,1.5,2.0,21601154,1610612755
Brooklyn Nets,2017-04-04,141,219.0,221.5,-135,1.5,2.0,21601154,1610612751
Portland Trail Blazers,2017-04-03,109,218.0,216.5,105,0.0,1.5,21600940,1610612757
Minnesota Timberwolves,2017-04-03,110,218.0,216.5,-125,-0.0,-1.5,21600940,1610612750
Chicago Bulls,2017-04-02,117,209.0,210.5,300,6.0,8.5,21601146,1610612741
New Orleans Pelicans,2017-04-02,110,209.0,210.5,-360,-6.0,-8.5,21601146,1610612740
Charlotte Hornets,2017-04-02,113,216.0,211.5,175,5.5,5.0,21601142,1610612766
Oklahoma City Thunder,2017-04-02,101,216.0,211.5,-200,-5.5,-5.0,21601142,1610612760
Toronto Raptors,2017-04-02,113,212.0,211.5,-850,-11.0,-11.5,21601147,1610612761
Philadelphia 76ers,2017-04-02,105,212.0,211.5,575,11.0,11.5,21601147,1610612755
Dallas Mavericks,2017-04-02,109,196.0,195.0,210,5.5,6.0,21601144,1610612742
Milwaukee Bucks,2017-04-02,105,196.0,195.0,-250,-5.5,-6.0,21601144,1610612749
Miami Heat,2017-04-02,113,220.0,219.5,-160,-4.0,-3.5,21601149,1610612748
Denver Nuggets,2017-04-02,116,220.0,219.5,140,4.0,3.5,21601149,1610612743
Indiana Pacers,2017-04-02,130,214.0,214.0,300,9.0,8.0,21601150,1610612754
Cleveland Cavaliers,2017-04-02,135,214.0,214.0,-360,-9.0,-8.0,21601150,1610612739
Brooklyn Nets,2017-04-02,91,215.5,216.5,130,1.0,3.0,21601148,1610612751
Atlanta Hawks,2017-04-02,82,215.5,216.5,-150,1.0,3.0,21601148,1610612737
Phoenix Suns,2017-04-02,116,234.0,226.5,260,11.5,7.5,21601153,1610612756
Houston Rockets,2017-04-02,123,234.0,226.5,-310,11.5,7.5,21601153,1610612745
New York Knicks,2017-04-02,94,211.0,206.0,290,6.5,7.5,21601145,1610612752
Boston Celtics,2017-04-02,110,211.0,206.0,-350,6.5,7.5,21601145,1610612738
Memphis Grizzlies,2017-04-02,103,208.0,205.5,-300,8.0,7.0,21601143,1610612763
Los Angeles Lakers,2017-04-02,108,208.0,205.5,250,8.0,7.0,21601143,1610612747
San Antonio Spurs,2017-04-02,109,191.5,189.0,-210,-5.0,-5.0,21601151,1610612759
Utah Jazz,2017-04-02,103,191.5,189.0,180,5.0,5.0,21601151,1610612762
Washington Wizards,2017-04-02,115,224.0,223.5,400,10.0,9.0,21601152,1610612764
Golden State Warriors,2017-04-02,139,224.0,223.5,-500,-10.0,-9.0,21601152,1610612744
Minnesota Timberwolves,2017-04-01,117,210.0,207.5,-1100,-11.0,-12.5,21601140,1610612750
Sacramento Kings,2017-04-01,123,210.0,207.5,700,11.0,12.5,21601140,1610612758
Portland Trail Blazers,2017-04-01,130,220.5,224.0,-850,-13.0,-11.5,21601141,1610612757
Phoenix Suns,2017-04-01,117,220.5,224.0,575,13.0,11.5,21601141,1610612756
Los Angeles Clippers,2017-04-01,115,225.5,220.0,-2500,-15.0,-15.0,21601137,1610612746
Los Angeles Lakers,2017-04-01,104,225.5,220.0,1100,15.0,15.0,21601137,1610612747
Orlando Magic,2017-04-01,111,222.0,222.0,155,3.5,4.0,21601139,1610612753
Brooklyn Nets,2017-04-01,121,222.0,222.0,-175,-3.5,-4.0,21601139,1610612751
Atlanta Hawks,2017-04-01,104,202.5,202.0,195,3.5,5.5,21601138,1610612737
Chicago Bulls,2017-04-01,106,202.5,202.0,-230,-3.5,-5.5,21601138,1610612741
Sacramento Kings,2017-03-31,89,205.5,208.0,639,9.5,11.5,21601132,1610612758
New Orleans Pelicans,2017-03-31,117,205.5,208.0,-950,-9.5,-11.5,21601132,1610612740
San Antonio Spurs,2017-03-31,100,209.0,208.0,-155,1.0,3.0,21601135,1610612759
Oklahoma City Thunder,2017-03-31,95,209.0,208.0,135,1.0,3.0,21601135,1610612760
Dallas Mavericks,2017-03-31,90,192.0,192.0,140,5.5,3.0,21601131,1610612742
Memphis Grizzlies,2017-03-31,99,192.0,192.0,-160,-5.5,-3.0,21601131,1610612763
Indiana Pacers,2017-03-31,100,207.0,203.5,180,6.0,5.0,21601126,1610612754
Toronto Raptors,2017-03-31,111,207.0,203.5,-215,-6.0,-5.0,21601126,1610612761
Denver Nuggets,2017-03-31,114,221.5,219.0,115,1.0,2.5,21601127,1610612743
Charlotte Hornets,2017-03-31,122,221.5,219.0,-135,-1.0,-2.5,21601127,1610612766
Detroit Pistons,2017-03-31,105,200.0,197.0,263,8.5,7.0,21601130,1610612765
Milwaukee Bucks,2017-03-31,108,200.0,197.0,-325,-8.5,-7.0,21601130,1610612749
Washington Wizards,2017-03-31,88,206.5,208.5,125,3.5,3.0,21601134,1610612764
Utah Jazz,2017-03-31,95,206.5,208.5,-145,-3.5,-3.0,21601134,1610612762
New York Knicks,2017-03-31,98,208.0,203.0,523,9.5,10.5,21601133,1610612752
Miami Heat,2017-03-31,94,208.0,203.0,-730,-9.5,-10.5,21601133,1610612748
Cleveland Cavaliers,2017-03-31,122,219.0,215.0,-1777,-10.5,-12.5,21601128,1610612739
Philadelphia 76ers,2017-03-31,105,219.0,215.0,973,10.5,12.5,21601128,1610612755
Orlando Magic,2017-03-31,116,217.5,216.0,477,11.0,10.0,21601129,1610612753
Boston Celtics,2017-03-31,117,217.5,216.0,-650,-11.0,-10.0,21601129,1610612738
Houston Rockets,2017-03-31,98,231.0,232.5,351,6.5,8.5,21601136,1610612745
Golden State Warriors,2017-03-31,107,231.0,232.5,-450,-6.5,-8.5,21601136,1610612744
Minnesota Timberwolves,2017-03-30,119,221.5,217.5,-800,-10.0,-11.0,21601123,1610612750
Los Angeles Lakers,2017-03-30,104,221.5,217.5,550,10.0,11.0,21601123,1610612747
Portland Trail Blazers,2017-03-30,117,228.5,231.0,-110,-1.0,-0.0,21601125,1610612757
Houston Rockets,2017-03-30,107,228.5,231.0,-110,1.0,0.0,21601125,1610612745
Detroit Pistons,2017-03-30,90,213.0,213.5,-260,-6.5,-6.5,21601121,1610612765
Brooklyn Nets,2017-03-30,89,213.0,213.5,220,6.5,6.5,21601121,1610612751
Phoenix Suns,2017-03-30,118,218.5,222.5,425,11.0,10.0,21601124,1610612756
Los Angeles Clippers,2017-03-30,124,218.5,222.5,-550,11.0,10.0,21601124,1610612746
Cleveland Cavaliers,2017-03-30,93,210.5,212.0,-220,5.5,5.5,21601122,1610612739
Chicago Bulls,2017-03-30,99,210.5,212.0,190,5.5,5.5,21601122,1610612741
New Orleans Pelicans,2017-03-29,121,200.5,201.5,-250,-4.0,-6.0,21601117,1610612740
Dallas Mavericks,2017-03-29,118,200.5,201.5,210,4.0,6.0,21601117,1610612742
Memphis Grizzlies,2017-03-29,110,197.5,196.5,-175,-5.0,-4.0,21601116,1610612763
Indiana Pacers,2017-03-29,97,197.5,196.5,155,5.0,4.0,21601116,1610612754
Toronto Raptors,2017-03-29,106,205.0,202.5,-210,-6.0,-5.0,21601114,1610612761
Charlotte Hornets,2017-03-29,110,205.0,202.5,180,6.0,5.0,21601114,1610612766
Utah Jazz,2017-03-29,112,195.5,195.5,-340,7.5,8.0,21601120,1610612762
Sacramento Kings,2017-03-29,82,195.5,195.5,280,7.5,8.0,21601120,1610612758
Oklahoma City Thunder,2017-03-29,114,218.0,221.0,-220,5.5,5.0,21601112,1610612760
Orlando Magic,2017-03-29,106,218.0,221.0,190,5.5,5.0,21601112,1610612753
Los Angeles Clippers,2017-03-29,133,219.5,219.0,-250,-5.0,-6.0,21601119,1610612746
Washington Wizards,2017-03-29,124,219.5,219.0,210,5.0,6.0,21601119,1610612764
Boston Celtics,2017-03-29,100,208.0,209.5,-300,-8.0,-7.0,21601113,1610612738
Milwaukee Bucks,2017-03-29,103,208.0,209.5,250,8.0,7.0,21601113,1610612749
Miami Heat,2017-03-29,105,210.0,207.0,-135,3.0,2.0,21601115,1610612748
New York Knicks,2017-03-29,88,210.0,207.0,115,3.0,2.0,21601115,1610612752
Golden State Warriors,2017-03-29,110,209.5,207.5,165,4.5,4.5,21601118,1610612744
San Antonio Spurs,2017-03-29,98,209.5,207.5,-185,-4.5,-4.5,21601118,1610612759
Atlanta Hawks,2017-03-29,99,208.0,212.5,-140,1.0,2.5,21601111,1610612737
Philadelphia 76ers,2017-03-29,92,208.0,212.5,120,1.0,2.5,21601111,1610612755
Milwaukee Bucks,2017-03-28,118,204.0,199.5,160,3.0,4.0,21601103,1610612749
Charlotte Hornets,2017-03-28,108,204.0,199.5,-180,-3.0,-4.0,21601103,1610612766
Phoenix Suns,2017-03-28,91,215.0,217.5,450,7.5,10.0,21601106,1610612756
Atlanta Hawks,2017-03-28,95,215.0,217.5,-600,-7.5,-10.0,21601106,1610612737
Indiana Pacers,2017-03-28,114,208.0,208.5,-175,-5.0,-4.0,21601104,1610612754
Minnesota Timberwolves,2017-03-28,115,208.0,208.5,155,5.0,4.0,21601104,1610612750
Denver Nuggets,2017-03-28,113,226.5,222.0,115,2.5,2.0,21601109,1610612743
Portland Trail Blazers,2017-03-28,122,226.5,222.0,-135,-2.5,-2.0,21601109,1610612757
Golden State Warriors,2017-03-28,113,234.0,235.0,100,1.0,1.0,21601108,1610612744
Houston Rockets,2017-03-28,106,234.0,235.0,-120,-1.0,-1.0,21601108,1610612745
Miami Heat,2017-03-28,97,204.0,201.0,-150,2.0,3.0,21601107,1610612748
Detroit Pistons,2017-03-28,96,204.0,201.0,130,2.0,3.0,21601107,1610612765
Philadelphia 76ers,2017-03-28,106,221.5,224.5,155,2.5,4.0,21601105,1610612755
Brooklyn Nets,2017-03-28,101,221.5,224.5,-175,-2.5,-4.0,21601105,1610612751
Washington Wizards,2017-03-28,119,226.0,224.5,-500,9.0,9.0,21601110,1610612764
Los Angeles Lakers,2017-03-28,108,226.0,224.5,400,9.0,9.0,21601110,1610612747
Toronto Raptors,2017-03-27,131,206.0,208.5,-350,-9.0,-7.5,21601097,1610612761
Orlando Magic,2017-03-27,112,206.0,208.5,290,9.0,7.5,21601097,1610612753
Sacramento Kings,2017-03-27,91,199.0,198.5,240,6.5,7.0,21601101,1610612758
Memphis Grizzlies,2017-03-27,90,199.0,198.5,-280,6.5,7.0,21601101,1610612763
Dallas Mavericks,2017-03-27,91,207.0,203.0,100,1.0,1.5,21601100,1610612742
Oklahoma City Thunder,2017-03-27,92,207.0,203.0,-120,1.0,1.5,21601100,1610612760
New Orleans Pelicans,2017-03-27,100,200.0,196.0,190,7.0,6.0,21601102,1610612740
Utah Jazz,2017-03-27,108,200.0,196.0,-220,-7.0,-6.0,21601102,1610612762
Detroit Pistons,2017-03-27,95,207.5,208.0,-110,2.5,0.0,21601098,1610612765
New York Knicks,2017-03-27,109,207.5,208.0,-110,-2.5,-0.0,21601098,1610612752
Cleveland Cavaliers,2017-03-27,74,213.0,211.5,190,4.5,5.5,21601099,1610612739
San Antonio Spurs,2017-03-27,103,213.0,211.5,-220,-4.5,-5.5,21601099,1610612759
Phoenix Suns,2017-03-26,106,215.0,212.0,850,11.5,13.0,21601087,1610612756
Charlotte Hornets,2017-03-26,120,215.0,212.0,-1500,-11.5,-13.0,21601087,1610612766
New Orleans Pelicans,2017-03-26,115,228.0,226.0,275,5.0,7.5,21601095,1610612740
Denver Nuggets,2017-03-26,90,228.0,226.0,-335,-5.0,-7.5,21601095,1610612743
Chicago Bulls,2017-03-26,109,200.0,202.0,220,6.0,6.5,21601090,1610612741
Milwaukee Bucks,2017-03-26,94,200.0,202.0,-260,-6.0,-6.5,21601090,1610612749
Brooklyn Nets,2017-03-26,107,214.0,216.5,240,6.5,6.5,21601088,1610612751
Atlanta Hawks,2017-03-26,92,214.0,216.5,-280,-6.5,-6.5,21601088,1610612737
Philadelphia 76ers,2017-03-26,94,211.0,213.5,375,8.5,9.0,21601092,1610612755
Indiana Pacers,2017-03-26,107,211.0,213.5,-450,-8.5,-9.0,21601092,1610612754
Oklahoma City Thunder,2017-03-26,125,233.0,230.0,190,7.0,5.5,21601091,1610612760
Houston Rockets,2017-03-26,137,233.0,230.0,-220,-7.0,-5.5,21601091,1610612745
Los Angeles Clippers,2017-03-26,97,211.0,210.0,-1600,-13.5,-13.0,21601089,1610612746
Sacramento Kings,2017-03-26,98,211.0,210.0,900,13.5,13.0,21601089,1610612758
Boston Celtics,2017-03-26,112,209.0,211.0,-250,-4.0,-6.0,21601093,1610612738
Miami Heat,2017-03-26,108,209.0,211.0,210,4.0,6.0,21601093,1610612748
Los Angeles Lakers,2017-03-26,81,223.0,220.5,250,6.0,7.0,21601096,1610612747
Portland Trail Blazers,2017-03-26,97,223.0,220.5,-300,6.0,7.0,21601096,1610612757
Golden State Warriors,2017-03-26,106,209.0,209.0,-850,-9.5,-11.5,21601094,1610612744
Memphis Grizzlies,2017-03-26,94,209.0,209.0,575,9.5,11.5,21601094,1610612763
Dallas Mavericks,2017-03-25,86,195.0,196.0,-105,1.0,1.0,21601084,1610612742
Toronto Raptors,2017-03-25,94,195.0,196.0,-115,1.0,1.0,21601084,1610612761
Minnesota Timberwolves,2017-03-25,100,217.0,212.5,210,6.0,6.0,21601086,1610612750
Portland Trail Blazers,2017-03-25,112,217.0,212.5,-250,-6.0,-6.0,21601086,1610612757
Washington Wizards,2017-03-25,127,215.0,225.0,210,1.0,6.0,21601083,1610612764
