TEAM_NAME,GAME_DATE,pts,ou_open,ou_close,ml,spread_open,spread_close,GAME_ID,TEAM_ID
Orlando Magic,2017-03-05,114,215.0,216.5,650,12.0,12.5,21600930,1610612753
Utah Jazz,2017-03-05,110,196.0,191.5,-550,10.0,10.0,21600931,1610612762
Sacramento Kings,2017-03-05,109,196.0,191.5,425,10.0,10.0,21600931,1610612758
Dallas Mavericks,2017-03-05,104,204.0,206.5,-120,-1.0,-1.0,21600932,1610612742
Oklahoma City Thunder,2017-03-05,89,204.0,206.5,100,1.0,1.0,21600932,1610612760
Atlanta Hawks,2017-03-05,96,208.0,209.5,-150,-3.0,-3.0,21600927,1610612737
Indiana Pacers,2017-03-05,97,208.0,209.5,130,3.0,3.0,21600927,1610612754
Phoenix Suns,2017-03-05,109,225.0,228.5,160,5.5,4.0,21600929,1610612756
Boston Celtics,2017-03-05,106,225.0,228.5,-180,5.5,4.0,21600929,1610612738
New York Knicks,2017-03-05,105,221.0,219.5,550,9.0,10.5,21600928,1610612752
Golden State Warriors,2017-03-05,112,221.0,219.5,-800,9.0,10.5,21600928,1610612744
New Orleans Pelicans,2017-03-05,105,213.0,217.0,-260,5.5,6.0,21600933,1610612740
Los Angeles Lakers,2017-03-05,97,213.0,217.0,220,5.5,6.0,21600933,1610612747
Denver Nuggets,2017-03-04,102,222.0,222.0,-220,-5.0,-5.5,21600923,1610612743
Charlotte Hornets,2017-03-04,112,222.0,222.0,190,5.0,5.5,21600923,1610612766
Toronto Raptors,2017-03-04,94,206.0,203.5,-105,2.0,1.0,21600920,1610612761
Milwaukee Bucks,2017-03-04,101,206.0,203.5,-115,-2.0,-1.0,21600920,1610612749
Brooklyn Nets,2017-03-04,116,227.0,224.5,525,9.5,10.5,21600926,1610612751
Portland Trail Blazers,2017-03-04,130,227.0,224.5,-750,-9.5,-10.5,21600926,1610612757
Miami Heat,2017-03-04,120,216.0,209.5,-380,-3.5,-8.5,21600921,1610612748
Cleveland Cavaliers,2017-03-04,92,216.0,209.5,320,3.5,8.5,21600921,1610612739
Memphis Grizzlies,2017-03-04,108,218.0,222.0,340,8.0,8.5,21600924,1610612763
Houston Rockets,2017-03-04,123,218.0,222.0,-410,-8.0,-8.5,21600924,1610612745
Los Angeles Clippers,2017-03-04,101,213.0,210.5,-155,1.5,3.0,21600922,1610612746
Chicago Bulls,2017-03-04,91,213.0,210.5,135,1.5,3.0,21600922,1610612741
San Antonio Spurs,2017-03-04,97,206.5,205.5,-340,-8.5,-8.0,21600925,1610612759
Minnesota Timberwolves,2017-03-04,90,206.5,205.5,280,8.5,8.0,21600925,1610612750
Detroit Pistons,2017-03-04,136,210.0,213.0,-240,4.0,5.5,21600919,1610612765
Philadelphia 76ers,2017-03-04,106,210.0,213.0,200,4.0,5.5,21600919,1610612755
San Antonio Spurs,2017-03-03,101,206.0,208.0,-240,5.5,6.0,21600917,1610612759
New Orleans Pelicans,2017-03-03,98,206.0,208.0,200,5.5,6.0,21600917,1610612740
Toronto Raptors,2017-03-03,114,209.0,207.5,180,5.0,5.0,21600910,1610612761
Washington Wizards,2017-03-03,106,209.0,207.5,-210,-5.0,-5.0,21600910,1610612764
Milwaukee Bucks,2017-03-03,112,216.0,210.5,185,2.5,5.0,21600912,1610612749
Los Angeles Clippers,2017-03-03,101,216.0,210.5,-215,2.5,5.0,21600912,1610612746
Cleveland Cavaliers,2017-03-03,135,214.0,214.5,-155,3.0,2.5,21600913,1610612739
Atlanta Hawks,2017-03-03,130,214.0,214.5,135,3.0,2.5,21600913,1610612737
Memphis Grizzlies,2017-03-03,100,190.0,190.0,-145,2.5,2.5,21600914,1610612763
Dallas Mavericks,2017-03-03,104,190.0,190.0,125,2.5,2.5,21600914,1610612742
Brooklyn Nets,2017-03-03,97,206.5,206.5,800,14.0,12.5,21600915,1610612751
Utah Jazz,2017-03-03,112,206.5,206.5,-1400,-14.0,-12.5,21600915,1610612762
Miami Heat,2017-03-03,99,210.5,210.0,-210,4.0,5.0,21600911,1610612748
Orlando Magic,2017-03-03,110,210.5,210.0,180,4.0,5.0,21600911,1610612753
Oklahoma City Thunder,2017-03-03,111,225.0,225.5,-200,3.5,5.0,21600916,1610612760
Phoenix Suns,2017-03-03,118,225.0,225.5,175,3.5,5.0,21600916,1610612756
Boston Celtics,2017-03-03,115,221.5,218.5,-310,8.0,7.0,21600918,1610612738
Los Angeles Lakers,2017-03-03,95,221.5,218.5,260,8.0,7.0,21600918,1610612747
New York Knicks,2017-03-03,102,218.5,217.0,-135,1.5,2.0,21600909,1610612752
Philadelphia 76ers,2017-03-03,105,218.5,217.0,115,1.5,2.0,21600909,1610612755
Oklahoma City Thunder,2017-03-02,109,220.0,222.5,-115,1.5,1.0,21600908,1610612760
Portland Trail Blazers,2017-03-02,114,220.0,222.5,-105,1.5,1.0,21600908,1610612757
Charlotte Hornets,2017-03-02,103,218.0,219.5,-160,3.0,3.5,21600907,1610612766
Phoenix Suns,2017-03-02,120,218.0,219.5,140,3.0,3.5,21600907,1610612756
Golden State Warriors,2017-03-02,87,219.5,217.0,-335,6.0,7.5,21600906,1610612744
Chicago Bulls,2017-03-02,94,219.5,217.0,275,6.0,7.5,21600906,1610612741
New Orleans Pelicans,2017-03-01,109,209.0,209.0,-140,-1.0,-2.5,21600900,1610612740
Detroit Pistons,2017-03-01,86,209.0,209.0,120,1.0,2.5,21600900,1610612765
Washington Wizards,2017-03-01,105,213.0,208.5,165,3.0,4.5,21600896,1610612764
Toronto Raptors,2017-03-01,96,213.0,208.5,-185,-3.0,-4.5,21600896,1610612761
Sacramento Kings,2017-03-01,100,213.5,216.0,-140,-4.0,-2.5,21600905,1610612758
Brooklyn Nets,2017-03-01,109,213.5,216.0,120,4.0,2.5,21600905,1610612751
Milwaukee Bucks,2017-03-01,98,226.5,223.5,-185,-3.5,-4.5,21600899,1610612749
Denver Nuggets,2017-03-01,110,226.5,223.5,165,3.5,4.5,21600899,1610612743
Dallas Mavericks,2017-03-01,95,194.0,195.5,210,5.0,6.0,21600897,1610612742
Atlanta Hawks,2017-03-01,100,194.0,195.5,-250,-5.0,-6.0,21600897,1610612737
Minnesota Timberwolves,2017-03-01,107,201.0,199.5,225,7.0,6.5,21600903,1610612750
Utah Jazz,2017-03-01,80,201.0,199.5,-265,-7.0,-6.5,21600903,1610612762
Miami Heat,2017-03-01,125,212.0,213.0,-550,-7.5,-9.5,21600898,1610612748
Philadelphia 76ers,2017-03-01,98,212.0,213.0,425,7.5,9.5,21600898,1610612755
Orlando Magic,2017-03-01,90,215.0,216.0,-135,-1.5,-2.5,21600895,1610612753
New York Knicks,2017-03-01,101,215.0,216.0,115,1.5,2.5,21600895,1610612752
Los Angeles Clippers,2017-03-01,103,232.0,235.5,-140,-1.5,-2.5,21600904,1610612746
Houston Rockets,2017-03-01,122,232.0,235.5,120,1.5,2.5,21600904,1610612745
Cleveland Cavaliers,2017-03-01,99,221.5,224.5,110,1.0,2.0,21600901,1610612739
Boston Celtics,2017-03-01,103,221.5,224.5,-130,-1.0,-2.0,21600901,1610612738
Indiana Pacers,2017-03-01,99,210.0,206.5,450,10.5,10.0,21600902,1610612754
San Antonio Spurs,2017-03-01,100,210.0,206.5,-600,-10.5,-10.0,21600902,1610612759
Utah Jazz,2017-02-28,106,203.0,203.5,-140,0.0,2.5,21600893,1610612762
Oklahoma City Thunder,2017-02-28,109,203.0,203.5,120,0.0,2.5,21600893,1610612760
Phoenix Suns,2017-02-28,112,211.0,212.0,350,10.0,9.0,21600892,1610612756
Memphis Grizzlies,2017-02-28,130,211.0,212.0,-420,-10.0,-9.0,21600892,1610612763
Golden State Warriors,2017-02-28,108,229.5,231.5,-310,6.5,7.0,21600889,1610612744
Washington Wizards,2017-02-28,112,229.5,231.5,260,6.5,7.0,21600889,1610612764
Detroit Pistons,2017-02-28,120,213.0,213.5,-175,-5.0,-4.0,21600890,1610612765
Portland Trail Blazers,2017-02-28,113,213.0,213.5,155,5.0,4.0,21600890,1610612757
Chicago Bulls,2017-02-28,107,222.5,222.5,-140,-4.5,-2.5,21600891,1610612741
Denver Nuggets,2017-02-28,125,222.5,222.5,120,4.5,2.5,21600891,1610612743
Charlotte Hornets,2017-02-28,109,215.0,215.5,-200,3.0,5.0,21600894,1610612766
Los Angeles Lakers,2017-02-28,104,215.0,215.5,175,3.0,5.0,21600894,1610612747
Sacramento Kings,2017-02-27,88,210.0,210.0,160,4.0,4.0,21600888,1610612758
Minnesota Timberwolves,2017-02-27,102,210.0,210.0,-180,4.0,4.0,21600888,1610612750
Dallas Mavericks,2017-02-27,96,199.0,201.5,-105,1.0,1.0,21600887,1610612742
Miami Heat,2017-02-27,89,199.0,201.5,-115,1.0,1.0,21600887,1610612748
Indiana Pacers,2017-02-27,117,229.0,230.5,450,10.0,10.0,21600886,1610612754
Houston Rockets,2017-02-27,108,229.0,230.5,-600,-10.0,-10.0,21600886,1610612745
Cleveland Cavaliers,2017-02-27,102,217.0,219.0,-600,-8.0,-9.5,21600884,1610612739
Milwaukee Bucks,2017-02-27,95,217.0,219.0,450,8.0,9.5,21600884,1610612749
Atlanta Hawks,2017-02-27,114,214.0,212.5,170,5.0,4.5,21600885,1610612737
Boston Celtics,2017-02-27,98,214.0,212.5,-190,-5.0,-4.5,21600885,1610612738
Toronto Raptors,2017-02-27,92,212.5,211.0,-160,2.0,3.5,21600882,1610612761
New York Knicks,2017-02-27,91,212.5,211.0,140,2.0,3.5,21600882,1610612752
Golden State Warriors,2017-02-27,119,230.0,228.0,-2500,14.0,14.0,21600883,1610612744
Philadelphia 76ers,2017-02-27,108,230.0,228.0,1100,14.0,14.0,21600883,1610612755
Oklahoma City Thunder,2017-02-26,118,214.0,217.5,-250,-4.5,-6.0,21600880,1610612760
New Orleans Pelicans,2017-02-26,110,214.0,217.5,210,4.5,6.0,21600880,1610612740
Portland Trail Blazers,2017-02-26,106,212.5,208.0,185,4.5,5.0,21600878,1610612757
Toronto Raptors,2017-02-26,112,212.5,208.0,-215,-4.5,-5.0,21600878,1610612761
Washington Wizards,2017-02-26,92,205.5,204.0,-125,-3.0,-2.0,21600877,1610612764
Utah Jazz,2017-02-26,102,205.5,204.0,105,3.0,2.0,21600877,1610612762
Memphis Grizzlies,2017-02-26,105,215.0,216.5,110,1.0,2.0,21600876,1610612763
Denver Nuggets,2017-02-26,98,215.0,216.5,-130,-1.0,-2.0,21600876,1610612743
Phoenix Suns,2017-02-26,96,222.0,223.5,210,6.5,6.0,21600875,1610612756
Milwaukee Bucks,2017-02-26,100,222.0,223.5,-250,-6.5,-6.0,21600875,1610612749
Detroit Pistons,2017-02-26,98,214.5,213.0,115,1.5,2.0,21600879,1610612765
Boston Celtics,2017-02-26,104,214.5,213.0,-135,1.5,2.0,21600879,1610612738
Los Angeles Clippers,2017-02-26,124,213.0,212.5,-800,-8.0,-11.5,21600881,1610612746
Charlotte Hornets,2017-02-26,121,213.0,212.5,550,8.0,11.5,21600881,1610612766
San Antonio Spurs,2017-02-26,119,212.0,210.0,-900,10.0,12.0,21600874,1610612759
Los Angeles Lakers,2017-02-26,98,212.0,210.0,600,10.0,12.0,21600874,1610612747
Charlotte Hornets,2017-02-25,99,207.0,208.0,-165,2.0,3.5,21600866,1610612766
Sacramento Kings,2017-02-25,85,207.0,208.0,145,2.0,3.5,21600866,1610612758
New Orleans Pelicans,2017-02-25,83,205.0,204.5,-130,1.0,2.0,21600870,1610612740
Dallas Mavericks,2017-02-25,96,205.0,204.5,110,1.0,2.0,21600870,1610612742
Indiana Pacers,2017-02-25,95,209.5,209.0,170,3.5,4.5,21600869,1610612754
Miami Heat,2017-02-25,113,209.5,209.0,-190,-3.5,-4.5,21600869,1610612748
Minnesota Timberwolves,2017-02-25,130,228.0,229.5,775,10.5,13.0,21600872,1610612750
Houston Rockets,2017-02-25,142,228.0,229.5,-1300,-10.5,-13.0,21600872,1610612745
Chicago Bulls,2017-02-25,117,216.5,210.0,220,9.0,6.0,21600871,1610612741
Cleveland Cavaliers,2017-02-25,99,216.5,210.0,-260,-9.0,-6.0,21600871,1610612739
Atlanta Hawks,2017-02-25,86,207.0,210.5,-170,3.0,4.0,21600867,1610612737
Orlando Magic,2017-02-25,105,207.0,210.5,150,3.0,4.0,21600867,1610612753
Philadelphia 76ers,2017-02-25,109,215.5,220.0,230,5.0,6.5,21600868,1610612755
New York Knicks,2017-02-25,110,215.5,220.0,-270,-5.0,-6.5,21600868,1610612752
Golden State Warriors,2017-02-25,112,233.0,235.5,-4400,-22.0,-21.0,21600873,1610612744
Brooklyn Nets,2017-02-25,95,233.0,235.5,2950,22.0,21.0,21600873,1610612751
Los Angeles Lakers,2017-02-24,93,221.0,221.0,475,10.5,10.5,21600861,1610612747
Oklahoma City Thunder,2017-02-24,110,221.0,221.0,-650,-10.5,-10.5,21600861,1610612760
Toronto Raptors,2017-02-24,107,216.0,213.5,-125,-2.5,-1.5,21600858,1610612761
Boston Celtics,2017-02-24,97,216.0,213.5,105,2.5,1.5,21600858,1610612738
Dallas Mavericks,2017-02-24,84,203.0,204.5,145,3.5,3.5,21600862,1610612742
Minnesota Timberwolves,2017-02-24,97,203.0,204.5,-165,-3.5,-3.5,21600862,1610612750
Brooklyn Nets,2017-02-24,109,231.0,234.5,450,10.0,10.0,21600864,1610612751
Denver Nuggets,2017-02-24,129,231.0,234.5,-600,-10.0,-10.0,21600864,1610612743
Milwaukee Bucks,2017-02-24,95,200.5,202.5,140,2.0,3.5,21600860,1610612749
Utah Jazz,2017-02-24,109,200.5,202.5,-160,2.0,3.5,21600860,1610612762
Miami Heat,2017-02-24,108,207.0,206.5,125,3.5,2.5,21600863,1610612748
Atlanta Hawks,2017-02-24,90,207.0,206.5,-145,-3.5,-2.5,21600863,1610612737
Indiana Pacers,2017-02-24,102,207.0,203.5,-110,-1.0,-0.0,21600857,1610612754
Memphis Grizzlies,2017-02-24,92,207.0,203.5,-110,1.0,0.0,21600857,1610612763
San Antonio Spurs,2017-02-24,105,212.5,211.0,-145,4.0,2.5,21600865,1610612759
Los Angeles Clippers,2017-02-24,97,212.5,211.0,125,4.0,2.5,21600865,1610612746
Chicago Bulls,2017-02-24,128,215.5,219.5,-260,-6.5,-6.0,21600859,1610612741
Phoenix Suns,2017-02-24,121,215.5,219.5,220,6.5,6.0,21600859,1610612756
Washington Wizards,2017-02-24,112,217.0,217.5,-480,8.0,9.5,21600856,1610612764
Philadelphia 76ers,2017-02-24,120,217.0,217.5,390,8.0,9.5,21600856,1610612755
Houston Rockets,2017-02-23,129,227.0,230.0,-160,3.0,3.5,21600852,1610612745
New Orleans Pelicans,2017-02-23,99,227.0,230.0,140,3.0,3.5,21600852,1610612740
Denver Nuggets,2017-02-23,100,222.0,222.0,-270,5.5,6.5,21600855,1610612743
Sacramento Kings,2017-02-23,116,222.0,222.0,230,5.5,6.5,21600855,1610612758
Charlotte Hornets,2017-02-23,108,208.0,208.0,165,4.5,4.0,21600851,1610612766
Detroit Pistons,2017-02-23,114,208.0,208.0,-185,-4.5,-4.0,21600851,1610612765
New York Knicks,2017-02-23,104,223.0,223.5,475,10.5,10.0,21600853,1610612752
Cleveland Cavaliers,2017-02-23,119,223.0,223.5,-650,-10.5,-10.0,21600853,1610612739
Orlando Magic,2017-02-23,103,213.0,217.5,120,2.0,2.5,21600850,1610612753
Portland Trail Blazers,2017-02-23,112,213.0,217.5,-140,2.0,2.5,21600850,1610612757
Golden State Warriors,2017-02-23,123,229.0,230.5,-1400,-13.5,-13.5,21600854,1610612744
Los Angeles Clippers,2017-02-23,113,229.0,230.5,800,13.5,13.5,21600854,1610612746
Indiana Pacers,2017-02-16,98,216.5,215.5,125,1.5,2.5,21600848,1610612754
Washington Wizards,2017-02-16,111,216.5,215.5,-145,1.5,2.5,21600848,1610612764
Chicago Bulls,2017-02-16,104,212.0,214.0,100,1.0,1.0,21600849,1610612741
Boston Celtics,2017-02-16,103,212.0,214.0,-120,1.0,1.0,21600849,1610612738
Oklahoma City Thunder,2017-02-15,116,218.0,218.0,-300,-7.0,-7.0,21600845,1610612760
New York Knicks,2017-02-15,105,218.0,218.0,250,7.0,7.0,21600845,1610612752
Memphis Grizzlies,2017-02-15,91,205.0,205.0,-360,-8.0,-8.0,21600840,1610612763
New Orleans Pelicans,2017-02-15,95,205.0,205.0,300,8.0,8.0,21600840,1610612740
Toronto Raptors,2017-02-15,90,213.0,213.0,-250,-6.5,-6.0,21600837,1610612761
Charlotte Hornets,2017-02-15,85,213.0,213.0,210,6.5,6.0,21600837,1610612766
Denver Nuggets,2017-02-15,99,225.5,226.0,-250,-5.5,-6.0,21600842,1610612743
Minnesota Timberwolves,2017-02-15,112,225.5,226.0,210,5.5,6.0,21600842,1610612750
Utah Jazz,2017-02-15,111,204.5,204.5,-450,-8.5,-9.0,21600843,1610612762
Portland Trail Blazers,2017-02-15,88,204.5,204.5,375,8.5,9.0,21600843,1610612757
Houston Rockets,2017-02-15,109,224.0,224.0,-600,-10.0,-10.0,21600841,1610612745
Miami Heat,2017-02-15,117,224.0,224.0,450,10.0,10.0,21600841,1610612748
Detroit Pistons,2017-02-15,98,200.5,200.5,-200,-4.5,-4.5,21600839,1610612765
Dallas Mavericks,2017-02-15,91,200.5,200.5,175,4.5,4.5,21600839,1610612742
Cleveland Cavaliers,2017-02-15,113,219.0,219.0,-260,-6.0,-6.0,21600835,1610612739
Indiana Pacers,2017-02-15,104,219.0,219.0,220,6.0,6.0,21600835,1610612754
San Antonio Spurs,2017-02-15,107,206.0,207.0,-650,10.0,10.0,21600834,1610612759
Orlando Magic,2017-02-15,79,206.0,207.0,475,10.0,10.0,21600834,1610612753
Atlanta Hawks,2017-02-15,84,212.5,213.0,140,3.5,3.5,21600846,1610612737
Los Angeles Clippers,2017-02-15,99,212.5,213.0,-160,-3.5,-3.5,21600846,1610612746
Boston Celtics,2017-02-15,116,219.0,219.0,-600,-10.0,-10.0,21600836,1610612738
Philadelphia 76ers,2017-02-15,108,219.0,219.0,450,10.0,10.0,21600836,1610612755
Milwaukee Bucks,2017-02-15,129,219.0,219.0,-210,6.0,5.0,21600838,1610612749
Brooklyn Nets,2017-02-15,125,219.0,219.0,180,6.0,5.0,21600838,1610612751
Los Angeles Lakers,2017-02-15,101,226.0,226.5,160,4.0,4.0,21600844,1610612747
Phoenix Suns,2017-02-15,137,226.0,226.5,-180,-4.0,-4.0,21600844,1610612756
Sacramento Kings,2017-02-15,86,225.0,225.5,2000,18.0,19.0,21600847,1610612758
Golden State Warriors,2017-02-15,109,225.0,225.5,-9100,-18.0,-19.0,21600847,1610612744
Cleveland Cavaliers,2017-02-14,116,219.0,219.5,-190,3.5,4.0,21600832,1610612739
Minnesota Timberwolves,2017-02-14,108,219.0,219.5,170,3.5,4.0,21600832,1610612750
Toronto Raptors,2017-02-14,94,205.0,211.0,-180,4.5,4.0,21600831,1610612761
Chicago Bulls,2017-02-14,105,205.0,211.0,160,4.5,4.0,21600831,1610612741
Sacramento Kings,2017-02-14,97,218.0,218.0,125,0.0,2.5,21600833,1610612758
Los Angeles Lakers,2017-02-14,96,218.0,218.0,-145,-0.0,-2.5,21600833,1610612747
Philadelphia 76ers,2017-02-13,105,212.0,213.5,290,9.0,7.5,21600821,1610612755
Charlotte Hornets,2017-02-13,99,212.0,213.5,-350,-9.0,-7.5,21600821,1610612766
Washington Wizards,2017-02-13,120,218.5,218.0,-260,-5.0,-6.0,21600820,1610612764
Oklahoma City Thunder,2017-02-13,98,218.5,218.0,220,5.0,6.0,21600820,1610612760
Golden State Warriors,2017-02-13,110,238.0,236.0,-1000,11.0,12.0,21600827,1610612744
Denver Nuggets,2017-02-13,132,238.0,236.0,650,11.0,12.0,21600827,1610612743
Boston Celtics,2017-02-13,111,209.0,210.5,-130,1.5,2.0,21600826,1610612738
Dallas Mavericks,2017-02-13,98,209.0,210.5,110,1.5,2.0,21600826,1610612742
Milwaukee Bucks,2017-02-13,102,212.0,209.5,-145,-3.5,-2.5,21600824,1610612749
Detroit Pistons,2017-02-13,89,212.0,209.5,125,3.5,2.5,21600824,1610612765
San Antonio Spurs,2017-02-13,110,208.5,208.0,-210,3.0,5.0,21600825,1610612759
Indiana Pacers,2017-02-13,106,208.5,208.0,180,3.0,5.0,21600825,1610612754
Utah Jazz,2017-02-13,72,207.5,207.0,-380,-7.0,-8.5,21600828,1610612762
Los Angeles Clippers,2017-02-13,88,207.5,207.0,320,7.0,8.5,21600828,1610612746
Portland Trail Blazers,2017-02-13,104,217.0,218.5,-135,-2.5,-2.0,21600830,1610612757
Atlanta Hawks,2017-02-13,109,217.0,218.5,115,2.5,2.0,21600830,1610612737
Orlando Magic,2017-02-13,116,208.5,207.5,290,8.5,7.5,21600823,1610612753
Miami Heat,2017-02-13,107,208.5,207.5,-350,-8.5,-7.5,21600823,1610612748
Brooklyn Nets,2017-02-13,103,208.0,211.0,330,8.5,8.5,21600822,1610612751
Memphis Grizzlies,2017-02-13,112,208.0,211.0,-400,8.5,8.5,21600822,1610612763
New Orleans Pelicans,2017-02-13,110,220.0,222.0,145,2.5,3.5,21600829,1610612740
Phoenix Suns,2017-02-13,108,220.0,222.0,-165,-2.5,-3.5,21600829,1610612756
Detroit Pistons,2017-02-12,102,212.5,213.0,240,6.0,6.5,21600818,1610612765
Toronto Raptors,2017-02-12,101,212.5,213.0,-280,-6.0,-6.5,21600818,1610612761
Minnesota Timberwolves,2017-02-12,117,209.0,204.5,-300,-0.0,-7.0,21600816,1610612750
Chicago Bulls,2017-02-12,89,209.0,204.5,250,0.0,7.0,21600816,1610612741
Sacramento Kings,2017-02-12,105,210.0,213.5,-175,-3.5,-4.0,21600819,1610612758
New Orleans Pelicans,2017-02-12,99,210.0,213.5,155,3.5,4.0,21600819,1610612740
San Antonio Spurs,2017-02-12,90,213.0,211.0,-500,7.5,9.5,21600817,1610612759
New York Knicks,2017-02-12,94,213.0,211.0,400,7.5,9.5,21600817,1610612752
Golden State Warriors,2017-02-11,130,226.0,226.5,-360,7.5,8.0,21600813,1610612744
Oklahoma City Thunder,2017-02-11,114,226.0,226.5,300,7.5,8.0,21600813,1610612760
Los Angeles Clippers,2017-02-11,107,216.5,218.0,120,2.5,2.5,21600808,1610612746
Charlotte Hornets,2017-02-11,102,216.5,218.0,-140,-2.5,-2.5,21600808,1610612766
Dallas Mavericks,2017-02-11,112,203.0,204.0,-260,-6.0,-6.5,21600814,1610612742
Orlando Magic,2017-02-11,80,203.0,204.0,220,6.0,6.5,21600814,1610612753
Indiana Pacers,2017-02-11,100,212.0,210.5,-250,-6.0,-6.0,21600809,1610612754
Milwaukee Bucks,2017-02-11,116,212.0,210.5,210,6.0,6.0,21600809,1610612749
Utah Jazz,2017-02-11,104,203.5,204.5,-265,-5.0,-6.5,21600815,1610612762
Boston Celtics,2017-02-11,112,203.5,204.5,225,5.0,6.5,21600815,1610612738
Houston Rockets,2017-02-11,133,231.0,233.5,-3500,-13.5,-16.0,21600812,1610612745
Phoenix Suns,2017-02-11,102,231.0,233.5,1300,13.5,16.0,21600812,1610612756
Denver Nuggets,2017-02-11,109,228.5,232.0,625,12.5,11.5,21600811,1610612743
Cleveland Cavaliers,2017-02-11,125,228.5,232.0,-950,-12.5,-11.5,21600811,1610612739
Miami Heat,2017-02-11,109,206.5,208.0,-135,4.5,2.5,21600810,1610612748
Philadelphia 76ers,2017-02-11,117,206.5,208.0,115,4.5,2.5,21600810,1610612755
Memphis Grizzlies,2017-02-10,107,215.5,216.5,280,7.0,7.5,21600803,1610612763
Golden State Warriors,2017-02-10,122,215.5,216.5,-340,7.0,7.5,21600803,1610612744
Washington Wizards,2017-02-10,112,214.5,215.0,-240,-5.0,-6.0,21600805,1610612764
Indiana Pacers,2017-02-10,107,214.5,215.0,200,5.0,6.0,21600805,1610612754
New Orleans Pelicans,2017-02-10,122,214.0,210.5,175,3.5,5.0,21600804,1610612740
Minnesota Timberwolves,2017-02-10,106,214.0,210.5,-200,-3.5,-5.0,21600804,1610612750
Atlanta Hawks,2017-02-10,107,208.5,209.5,-125,1.0,2.0,21600806,1610612737
Sacramento Kings,2017-02-10,108,208.5,209.5,105,1.0,2.0,21600806,1610612758
Milwaukee Bucks,2017-02-10,114,219.0,218.0,-220,-4.0,-5.5,21600802,1610612749
Los Angeles Lakers,2017-02-10,122,219.0,218.0,190,4.0,5.5,21600802,1610612747
San Antonio Spurs,2017-02-10,103,208.0,208.5,-200,4.0,5.0,21600801,1610612759
Detroit Pistons,2017-02-10,92,208.0,208.5,175,4.0,5.0,21600801,1610612765
Miami Heat,2017-02-10,108,212.0,214.0,-230,7.0,5.5,21600799,1610612748
Brooklyn Nets,2017-02-10,99,212.0,214.0,195,7.0,5.5,21600799,1610612751
Chicago Bulls,2017-02-10,97,217.0,219.5,-165,2.5,3.5,21600807,1610612741
Phoenix Suns,2017-02-10,115,217.0,219.5,145,2.5,3.5,21600807,1610612756
New York Knicks,2017-02-10,123,228.5,229.0,-130,-1.5,-2.0,21600800,1610612752
Denver Nuggets,2017-02-10,131,228.5,229.0,110,1.5,2.0,21600800,1610612743
Cleveland Cavaliers,2017-02-09,109,213.5,219.0,-105,4.0,1.0,21600796,1610612739
Oklahoma City Thunder,2017-02-09,118,213.5,219.0,-115,-4.0,-1.0,21600796,1610612760
Houston Rockets,2017-02-09,107,223.5,224.5,-140,3.5,2.5,21600794,1610612745
Charlotte Hornets,2017-02-09,95,223.5,224.5,120,3.5,2.5,21600794,1610612766
Dallas Mavericks,2017-02-09,112,193.0,193.5,120,2.5,2.0,21600797,1610612742
Utah Jazz,2017-02-09,105,193.0,193.5,-140,2.5,2.0,21600797,1610612762
Portland Trail Blazers,2017-02-09,111,219.5,223.5,-150,-1.5,-3.5,21600798,1610612757
Boston Celtics,2017-02-09,120,219.5,223.5,130,1.5,3.5,21600798,1610612738
Philadelphia 76ers,2017-02-09,112,211.5,209.0,230,5.0,6.5,21600795,1610612755
Orlando Magic,2017-02-09,111,211.5,209.0,-270,-5.0,-6.5,21600795,1610612753
Utah Jazz,2017-02-08,127,202.0,199.5,-165,4.5,3.5,21600789,1610612762
New Orleans Pelicans,2017-02-08,94,202.0,199.5,145,4.5,3.5,21600789,1610612740
Phoenix Suns,2017-02-08,91,211.0,211.5,280,10.0,7.5,21600788,1610612756
Memphis Grizzlies,2017-02-08,110,211.0,211.5,-340,-10.0,-7.5,21600788,1610612763
Toronto Raptors,2017-02-08,109,212.5,211.5,-155,2.5,3.0,21600790,1610612761
Minnesota Timberwolves,2017-02-08,112,212.5,211.5,135,2.5,3.0,21600790,1610612750
Boston Celtics,2017-02-08,92,211.5,212.0,-420,8.5,8.5,21600793,1610612738
Sacramento Kings,2017-02-08,108,211.5,212.0,350,8.5,8.5,21600793,1610612758
Milwaukee Bucks,2017-02-08,88,208.5,208.5,-175,-2.0,-4.0,21600787,1610612749
Miami Heat,2017-02-08,106,208.5,208.5,155,2.0,4.0,21600787,1610612748
Atlanta Hawks,2017-02-08,117,222.0,224.0,-170,-5.0,-4.0,21600785,1610612737
Denver Nuggets,2017-02-08,106,222.0,224.0,150,5.0,4.0,21600785,1610612743
Indiana Pacers,2017-02-08,117,214.0,216.0,145,2.5,3.5,21600783,1610612754
Cleveland Cavaliers,2017-02-08,132,214.0,216.0,-165,2.5,3.5,21600783,1610612739
Los Angeles Lakers,2017-02-08,102,216.0,218.5,240,8.0,6.5,21600786,1610612747
Detroit Pistons,2017-02-08,121,216.0,218.5,-280,-8.0,-6.5,21600786,1610612765
Washington Wizards,2017-02-08,114,220.0,222.5,-550,9.5,10.0,21600784,1610612764
Brooklyn Nets,2017-02-08,110,220.0,222.5,425,9.5,10.0,21600784,1610612751
Los Angeles Clippers,2017-02-08,119,219.0,220.0,-120,0.0,1.0,21600791,1610612746
