,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,TEAM_PTS,this
,,PTS,PTS,PTS,PTS,PTS,PTS,AST,AST,AST,AST,AST,AST,REB,REB,REB,REB,REB,REB,PTS,PTS,PTS,PTS,PTS,PTS,AST,AST,AST,AST,AST,AST,REB,REB,REB,REB,REB,REB,,
,,C1,F1,F2,G1,G2,S1,C1,F1,F2,G1,G2,S1,C1,F1,F2,G1,G2,S1,C1,F1,F2,G1,G2,S1,C1,F1,F2,G1,G2,S1,C1,F1,F2,G1,G2,S1,,HOME
GAME_ID,TEAM_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21500073.0,1610612762.0,11.419800460475827,19.894498869630745,28.054550514890064,25.871029836381137,12.265260596227945,28.96291640477687,1.8419033000767462,2.8937452901281087,2.0038964653492903,5.543792107795958,4.672480227134455,1.3576367064739159,18.050652340752112,4.702336096458176,14.027275257445032,5.0818094321462945,3.5043601703508416,8.145820238843495,31.30434782608696,25.31142529614062,27.0846394984326,19.55458989679522,13.532892446919597,25.27202527202527,3.4782608695652177,2.5678257546809324,1.7196596506941333,10.168386746333514,4.009745910198399,1.5163215163215162,13.913043478260871,8.070309514711502,17.626511419614868,5.084193373166757,6.515837104072398,7.581607581607582,96.0,0.0
21500074.0,1610612757.0,18.337078651685392,20.68170324668757,10.99703012303776,35.153243050605845,30.75992438563327,18.12097812097812,4.674157303370786,2.0390411651663802,2.4437844717861688,8.980755523877406,4.355387523629489,0.8236808236808236,13.662921348314606,12.234246990998281,7.738650827322869,4.618674269422666,5.9886578449905485,11.119691119691119,21.27554789460724,21.502890173410403,11.788413098236775,16.718017414601473,22.3643949930459,13.81294964028777,4.964294508741689,1.7341040462427746,3.1738035264483626,1.607501674480911,11.682892906815022,2.302158273381295,9.928589017483379,14.913294797687861,12.241813602015112,4.179504353650368,5.006954102920724,6.906474820143885,115.0,0.0
21500074.0,1610612763.0,21.27554789460724,21.502890173410403,11.788413098236775,16.718017414601473,22.3643949930459,13.81294964028777,4.964294508741689,1.7341040462427746,3.1738035264483626,1.607501674480911,11.682892906815022,2.302158273381295,9.928589017483379,14.913294797687861,12.241813602015112,4.179504353650368,5.006954102920724,6.906474820143885,18.337078651685392,20.68170324668757,10.99703012303776,35.153243050605845,30.75992438563327,18.12097812097812,4.674157303370786,2.0390411651663802,2.4437844717861688,8.980755523877406,4.355387523629489,0.8236808236808236,13.662921348314606,12.234246990998281,7.738650827322869,4.618674269422666,5.9886578449905485,11.119691119691119,96.0,0.0
21500075.0,1610612761.0,25.81347855684139,17.56262313537855,15.894988066825775,30.46892870758673,26.60764122798576,12.656463100469768,0.9802586793737236,2.1615536166619758,1.7183770883054892,5.764391917651544,9.146376672120104,6.1100166691923015,16.991150442477874,7.565437658316915,17.613365155131262,6.038886770873046,6.65191030699644,3.9278678587664797,11.6012084592145,25.308420783209627,26.003789989967675,18.97665337997234,13.206681952178185,10.907212945429505,0.7250755287009063,3.4399795239314055,3.8524133318470626,5.388432441226714,10.376678676711432,6.940953692546048,16.676737160120847,6.142820578448938,13.162412217144132,9.605466525665012,6.288896167703898,3.9662592528834564,87.0,0.0
21500075.0,1610612753.0,11.6012084592145,25.308420783209627,26.003789989967675,18.97665337997234,13.206681952178185,10.907212945429505,0.7250755287009063,3.4399795239314055,3.8524133318470626,5.388432441226714,10.376678676711432,6.940953692546048,16.676737160120847,6.142820578448938,13.162412217144132,9.605466525665012,6.288896167703898,3.9662592528834564,25.81347855684139,17.56262313537855,15.894988066825775,30.46892870758673,26.60764122798576,12.656463100469768,0.9802586793737236,2.1615536166619758,1.7183770883054892,5.764391917651544,9.146376672120104,6.1100166691923015,16.991150442477874,7.565437658316915,17.613365155131262,6.038886770873046,6.65191030699644,3.9278678587664797,92.0,0.0
21500076.0,1610612764.0,15.760368663594472,16.408308605341247,15.5005382131324,27.599584343609283,34.43181818181819,7.949213359094673,2.0737327188940093,3.7602373887240357,1.860064585575888,10.973328714928991,2.3863636363636367,3.1796853436378694,12.442396313364055,7.862314540059347,11.160387513455328,4.322826463456876,6.136363636363637,8.74413469500414,20.627177700348433,15.865583252995455,20.727272727272727,20.975419430355053,37.40776564874948,13.838170286373247,3.902439024390244,3.5697562319239773,2.7272727272727275,4.120171673819742,10.346828796462622,5.535268114549298,16.16724738675958,7.932791626497727,12.545454545454547,5.618415918845103,1.9897747685505043,8.856428983278878,98.0,0.0
21500076.0,1610612738.0,20.627177700348433,15.865583252995455,20.727272727272727,20.975419430355053,37.40776564874948,13.838170286373247,3.902439024390244,3.5697562319239773,2.7272727272727275,4.120171673819742,10.346828796462622,5.535268114549298,16.16724738675958,7.932791626497727,12.545454545454547,5.618415918845103,1.9897747685505043,8.856428983278878,15.760368663594472,16.408308605341247,15.5005382131324,27.599584343609283,34.43181818181819,7.949213359094673,2.0737327188940093,3.7602373887240357,1.860064585575888,10.973328714928991,2.3863636363636367,3.1796853436378694,12.442396313364055,7.862314540059347,11.160387513455328,4.322826463456876,6.136363636363637,8.74413469500414,118.0,0.0
21500077.0,1610612751.0,29.265318565186465,12.546416346851986,19.68489341983318,18.578148098373873,10.913684210526316,21.790668348045397,2.9265318565186464,5.675759775956851,3.336422613531047,9.676118801236393,1.2126315789473685,2.1790668348045394,11.706127426074586,6.870656570895136,12.01112140871177,6.579760784840747,9.094736842105263,3.631778058007566,16.527977044476327,23.953661072330313,27.0846394984326,27.931446791550417,16.885669943093635,27.809802487198244,3.0989956958393114,3.8496955294816573,4.299149126735333,3.060980470306895,5.463010863942059,3.7922457937088514,12.91248206599713,14.115550274766077,6.448723690103,3.443603029095257,4.966373512674599,5.0563277249451355,98.0,0.0
21500077.0,1610612747.0,16.527977044476327,23.953661072330313,27.0846394984326,27.931446791550417,16.885669943093635,27.809802487198244,3.0989956958393114,3.8496955294816573,4.299149126735333,3.060980470306895,5.463010863942059,3.7922457937088514,12.91248206599713,14.115550274766077,6.448723690103,3.443603029095257,4.966373512674599,5.0563277249451355,29.265318565186465,12.546416346851986,19.68489341983318,18.578148098373873,10.913684210526316,21.790668348045397,2.9265318565186464,5.675759775956851,3.336422613531047,9.676118801236393,1.2126315789473685,2.1790668348045394,11.706127426074586,6.870656570895136,12.01112140871177,6.579760784840747,9.094736842105263,3.631778058007566,104.0,0.0
21500078.0,1610612755.0,28.637368033390622,18.522024026210413,17.644656228727026,8.163508876622409,23.2807570977918,14.430379746835444,0.7070955069972993,2.446305060065526,2.9407760381211707,13.749067581679846,3.9747634069400632,3.4177215189873418,7.778050576970292,15.027302511831088,9.802586793737236,8.163508876622409,7.9495268138801265,6.455696202531645,17.325312355391024,31.48936170212766,25.8719086873811,24.705882352941178,18.416565164433617,18.514285714285716,2.2211938917167977,7.943262411347518,4.565630944831959,7.0588235294117645,2.630937880633374,1.645714285714286,10.66173068024063,10.212765957446809,16.740646797717183,4.171122994652406,2.630937880633374,3.291428571428572,102.0,0.0
21500078.0,1610612739.0,17.325312355391024,31.48936170212766,25.8719086873811,24.705882352941178,18.416565164433617,18.514285714285716,2.2211938917167977,7.943262411347518,4.565630944831959,7.0588235294117645,2.630937880633374,1.645714285714286,10.66173068024063,10.212765957446809,16.740646797717183,4.171122994652406,2.630937880633374,3.291428571428572,28.637368033390622,18.522024026210413,17.644656228727026,8.163508876622409,23.2807570977918,14.430379746835444,0.7070955069972993,2.446305060065526,2.9407760381211707,13.749067581679846,3.9747634069400632,3.4177215189873418,7.778050576970292,15.027302511831088,9.802586793737236,8.163508876622409,7.9495268138801265,6.455696202531645,108.0,0.0
21500079.0,1610612749.0,27.383787936995777,27.278805437931805,5.871559633027522,20.224719101123593,11.383399209486166,15.191560244308716,4.702266615443719,3.209271227991977,2.935779816513761,2.9662921348314604,5.691699604743083,10.794003331482509,12.723780253553592,9.94874080677513,8.807339449541285,4.044943820224719,11.383399209486166,5.596890616324264,18.106374952847982,30.918940214714862,24.895548191903185,12.547311095983662,10.082191780821917,19.8865598027127,3.6212749905695967,5.1058800354575,1.2447774095951591,4.705241660993873,5.260273972602739,3.906288532675709,8.328932478310072,11.062740076824584,15.352254718340298,8.626276378488768,3.0684931506849313,8.522811344019729,99.0,0.0
21500079.0,1610612752.0,18.106374952847982,30.918940214714862,24.895548191903185,12.547311095983662,10.082191780821917,19.8865598027127,3.6212749905695967,5.1058800354575,1.2447774095951591,4.705241660993873,5.260273972602739,3.906288532675709,8.328932478310072,11.062740076824584,15.352254718340298,8.626276378488768,3.0684931506849313,8.522811344019729,27.383787936995777,27.278805437931805,5.871559633027522,20.224719101123593,11.383399209486166,15.191560244308716,4.702266615443719,3.209271227991977,2.935779816513761,2.9662921348314604,5.691699604743083,10.794003331482509,12.723780253553592,9.94874080677513,8.807339449541285,4.044943820224719,11.383399209486166,5.596890616324264,92.0,0.0
21500080.0,1610612748.0,23.91496899911426,21.93589336718502,17.52744630071599,20.015202519274624,35.38240177089098,10.09009009009009,0.9565987599645704,2.43732148524278,2.062052505966587,6.880225866000652,6.693967902600996,2.5225225225225225,16.899911426040745,14.928594097112029,7.217183770883055,4.69106309045499,4.781405644714997,7.5675675675675675,15.586289837642815,25.716754680748917,8.353879622915155,20.327572165414892,17.42359445081882,19.05292479108635,1.7318099819603128,6.360057609217474,2.610587382160986,4.43036829246222,6.90935642015229,0.5013927576601671,12.699939867708961,11.614018242918867,13.052936910804931,5.212197991132024,4.205695212266611,15.041782729805014,87.0,0.0
21500080.0,1610612754.0,15.586289837642815,25.716754680748917,8.353879622915155,20.327572165414892,17.42359445081882,19.05292479108635,1.7318099819603128,6.360057609217474,2.610587382160986,4.43036829246222,6.90935642015229,0.5013927576601671,12.699939867708961,11.614018242918867,13.052936910804931,5.212197991132024,4.205695212266611,15.041782729805014,23.91496899911426,21.93589336718502,17.52744630071599,20.015202519274624,35.38240177089098,10.09009009009009,0.9565987599645704,2.43732148524278,2.062052505966587,6.880225866000652,6.693967902600996,2.5225225225225225,16.899911426040745,14.928594097112029,7.217183770883055,4.69106309045499,4.781405644714997,7.5675675675675675,90.0,0.0
21500081.0,1610612737.0,26.691839011413368,20.260612359101447,18.06373292867982,29.04498816101026,14.013677012098894,17.814432989690722,3.707199862696301,5.525621552482213,4.078907435508346,8.839779005524862,3.0299842188321935,2.544918998527246,12.851626190680511,12.43264849308498,8.740515933232171,5.05130228887135,5.3024723829563385,11.027982326951399,26.807222159919252,12.33201581027668,9.820971867007673,22.494508176714668,32.329279700654816,15.798973632985312,2.260850061679937,0.9486166007905138,1.6368286445012787,4.569196973395167,8.755846585594012,13.760396390019466,12.91914320959964,7.1146245059288535,11.457800511508951,4.217720283134001,3.3676333021515434,5.606087418156078,121.0,0.0
21500081.0,1610612740.0,26.807222159919252,12.33201581027668,9.820971867007673,22.494508176714668,32.329279700654816,15.798973632985312,2.260850061679937,0.9486166007905138,1.6368286445012787,4.569196973395167,8.755846585594012,13.760396390019466,12.91914320959964,7.1146245059288535,11.457800511508951,4.217720283134001,3.3676333021515434,5.606087418156078,26.691839011413368,20.260612359101447,18.06373292867982,29.04498816101026,14.013677012098894,17.814432989690722,3.707199862696301,5.525621552482213,4.078907435508346,8.839779005524862,3.0299842188321935,2.544918998527246,12.851626190680511,12.43264849308498,8.740515933232171,5.05130228887135,5.3024723829563385,11.027982326951399,115.0,0.0
21500082.0,1610612765.0,24.992500535676022,21.60234808131319,16.201332346410066,17.226753670473084,27.07570509648689,8.412108337758896,0.9256481679880009,2.1915425589738016,1.7054034048852702,2.8189233278955954,7.8377041068777835,1.5294742432288901,24.06685236768802,9.392325252744865,7.674315321983715,5.637846655791191,6.056407718951014,7.6473712161444505,15.389846975953363,22.97773774289023,11.233123312331234,24.37892334030816,29.56053811659193,22.04531537048377,1.3990769978139421,2.9648693861793847,2.16021602160216,7.395853148183375,8.035874439461884,1.7636252296387016,20.28661646830216,10.74765152490027,6.048604860486049,6.574091687274111,5.452914798206278,8.818126148193508,100.0,0.0
21500082.0,1610612756.0,15.389846975953363,22.97773774289023,11.233123312331234,24.37892334030816,29.56053811659193,22.04531537048377,1.3990769978139421,2.9648693861793847,2.16021602160216,7.395853148183375,8.035874439461884,1.7636252296387016,20.28661646830216,10.74765152490027,6.048604860486049,6.574091687274111,5.452914798206278,8.818126148193508,24.992500535676022,21.60234808131319,16.201332346410066,17.226753670473084,27.07570509648689,8.412108337758896,0.9256481679880009,2.1915425589738016,1.7054034048852702,2.8189233278955954,7.8377041068777835,1.5294742432288901,24.06685236768802,9.392325252744865,7.674315321983715,5.637846655791191,6.056407718951014,7.6473712161444505,92.0,0.0
21500083.0,1610612743.0,24.38095238095238,24.896661367249603,25.82586057275094,18.27971109652003,13.219927095990279,13.367918088737202,2.0317460317460316,2.289348171701113,1.6661845530807058,9.139855548260014,3.888213851761847,10.615699658703072,17.26984126984127,7.726550079491256,7.914376627133352,6.303348653972423,5.832320777642771,5.1112627986348125,22.06528980679547,17.85728806668022,18.26086956521739,53.80649201544724,24.225283432890407,12.01324990798675,2.3984010659560293,7.61130311038829,4.565217391304348,8.717252896357374,3.8620017066926735,6.713286713286713,14.390406395736177,10.24598495629193,10.76086956521739,7.514873186514978,7.724003413385347,9.186602870813397,104.0,0.0
21500083.0,1610612744.0,22.06528980679547,17.85728806668022,18.26086956521739,53.80649201544724,24.225283432890407,12.01324990798675,2.3984010659560293,7.61130311038829,4.565217391304348,8.717252896357374,3.8620017066926735,6.713286713286713,14.390406395736177,10.24598495629193,10.76086956521739,7.514873186514978,7.724003413385347,9.186602870813397,24.38095238095238,24.896661367249603,25.82586057275094,18.27971109652003,13.219927095990279,13.367918088737202,2.0317460317460316,2.289348171701113,1.6661845530807058,9.139855548260014,3.888213851761847,10.615699658703072,17.26984126984127,7.726550079491256,7.914376627133352,6.303348653972423,5.832320777642771,5.1112627986348125,119.0,0.0
21500084.0,1610612745.0,21.131492566132458,14.317805192413921,25.163611444235052,29.352517985611513,14.567397284586033,13.965329130803735,1.1121838192701294,2.651445406002578,2.9604248757923592,6.166495375128469,8.689324696068862,4.538731967511214,14.458389650511682,6.628613515006445,5.9208497515847185,7.646454265159302,5.366935841689591,6.633531337131774,18.418167580266246,25.53846153846154,27.56608933454877,20.801733477789817,19.07523119220195,17.602256699576866,1.1276429130775254,4.3076923076923075,2.6253418413855973,10.400866738894909,5.758560359910023,3.1593794076163606,13.907595927956146,10.461538461538462,1.3126709206927987,8.320693391115926,2.8792801799550114,13.08885754583921,116.0,0.0
21500084.0,1610612758.0,18.418167580266246,25.53846153846154,27.56608933454877,20.801733477789817,19.07523119220195,17.602256699576866,1.1276429130775254,4.3076923076923075,2.6253418413855973,10.400866738894909,5.758560359910023,3.1593794076163606,13.907595927956146,10.461538461538462,1.3126709206927987,8.320693391115926,2.8792801799550114,13.08885754583921,21.131492566132458,14.317805192413921,25.163611444235052,29.352517985611513,14.567397284586033,13.965329130803735,1.1121838192701294,2.651445406002578,2.9604248757923592,6.166495375128469,8.689324696068862,4.538731967511214,14.458389650511682,6.628613515006445,5.9208497515847185,7.646454265159302,5.366935841689591,6.633531337131774,110.0,0.0
