,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,TEAM_PTS,this
21600065.0,1610612753.0,24.016961130742047,17.389872375463153,23.490367036984953,22.70919147934565,20.588876772082877,5.374566782191415,4.47773851590106,3.952243721696171,0.40500632822387855,5.762033658938448,9.073064340239913,1.5355905091975472,6.513074204946996,2.371346233017703,3.645056954014907,0.33894315640814404,1.0468920392584515,9.213543055185283,10.58374558303887,6.718814326883491,9.315145549149205,8.812522066611745,8.026172300981461,1.5355905091975472,20.353356890459363,16.2041992589543,19.03529742652229,21.69236201012122,18.495092693565976,6.910157291388963,0.0,1.5808974886784686,1.2150189846716355,2.372602094857008,0.697928026172301,0.0,0.0,4.742692466035406,2.430037969343271,7.456749440979169,3.8386041439476553,0.0,2.8494699646643107,2.371346233017703,3.645056954014907,2.7115452512651523,3.8386041439476553,2.303385763796321,4.47773851590106,3.557019349526554,4.4550696104626635,4.067317876897729,5.2344601962922575,4.606771527592642,1.3455847998754087,1.6750678557580458,0.8937622840591704,2.6160678239806217,1.2112291031437283,0.540743522343222,12.110263198878679,8.096161302830554,10.725147408710045,3.7787646346386756,3.633687309431185,2.162974089372888,1.3455847998754087,1.6750678557580458,0.5958415227061136,0.29067420266451355,0.3028072757859321,0.540743522343222,4.933810932876499,1.95424583171772,5.064652943001965,2.0347194186515947,0.9084218273577962,2.162974089372888,102.0,1.0
21600066.0,1610612754.0,29.446180062482252,33.31663685152057,20.816490429661357,16.499473868817958,12.584745762711865,30.32243913138846,2.044873615450156,4.1216457960644,5.011377325659216,6.39775517362329,11.059322033898304,1.8951524457117788,4.907696677080375,1.0304114490161,1.9274528175612369,0.33672395650648895,1.1440677966101696,1.8951524457117788,11.451292246520875,10.647584973166367,8.86628296078169,6.39775517362329,4.194915254237288,12.002632156174599,20.03976143141153,21.98211091234347,14.6486414134654,14.479130129779024,19.06779661016949,22.741829348541344,0.40897472309003124,4.1216457960644,1.9274528175612369,1.0101718695194668,0.3813559322033898,4.422022373327484,2.044873615450156,7.899821109123434,3.8549056351224738,2.6937916520519116,5.720338983050848,8.21232726475104,6.134620846350469,7.899821109123434,1.156471690536742,2.6937916520519116,3.8135593220338984,1.8951524457117788,8.179494461800624,8.2432915921288,1.5419622540489895,3.3672395650648896,5.720338983050848,1.8951524457117788,2.0196353436185133,1.3401582131223826,0.780065005417118,1.9174434087882823,0.6018808777429467,4.01673640167364,8.078541374474053,10.386226151698464,5.460455037919826,3.8348868175765647,7.824451410658307,10.902570233114167,2.0196353436185133,2.680316426244765,0.0,0.0,0.0,2.2952779438135087,5.049088359046283,3.015355979525361,2.340195016251354,2.3009320905459387,1.2037617554858935,3.442916915720263,107.0,0.0
21600066.0,1610612749.0,12.11781206171108,31.158678455095394,23.7919826652221,17.640479360852197,13.843260188087775,24.10041841004184,6.05890603085554,7.7059097254537,3.120260021668472,9.587217043941411,1.8056426332288402,6.885833831440526,2.0196353436185133,1.6751977664029782,3.120260021668472,0.766977363515313,1.8056426332288402,6.312014345487149,4.0392706872370265,12.731503024662635,8.580715059588298,6.902796271637817,6.018808777429467,8.03347280334728,11.107994389901823,24.792926942764076,19.50162513542795,13.422103861517977,15.648902821316614,20.0836820083682,0.0,1.005118659841787,0.390032502708559,1.9174434087882823,1.8056426332288402,0.0,0.0,4.020474639367148,1.560130010834236,4.218375499334221,8.426332288401253,0.0,4.0392706872370265,4.690553745928339,6.240520043336944,1.9174434087882823,0.0,8.03347280334728,6.05890603085554,5.695672405770126,7.410617551462622,1.9174434087882823,0.0,8.607292289300657,0.8179494461800625,2.404293381037567,2.312943381073484,1.6836197825324448,3.0508474576271185,2.526869927615705,10.224368077250782,7.556350626118068,6.938830143220453,4.040687478077867,4.9576271186440675,4.422022373327484,4.907696677080375,0.3434704830053667,0.7709811270244947,0.6734479130129779,0.0,1.8951524457117788,2.044873615450156,4.1216457960644,1.156471690536742,4.040687478077867,4.194915254237288,1.2634349638078526,125.0,1.0
21600068.0,1610612738.0,20.845962451933953,21.25461254612546,21.345045292341478,24.84149210261006,33.53661464585834,9.97032640949555,3.25718163311468,3.9153233637599536,1.5811144660993688,6.129718830514171,10.02641056422569,7.12166172106825,3.908617959737616,3.355991454651389,1.5811144660993688,2.580934244427019,0.3457382953181272,0.0,9.77154489934404,8.949310545737037,8.696129563546528,9.678503416601323,11.755102040816327,2.8486646884273,18.24021714544221,13.98329772771412,15.811144660993689,19.67962361375602,23.164465786314526,11.3946587537092,0.0,2.237327636434259,0.7905572330496844,4.194018147193907,3.8031212484993997,1.42433234421365,0.0,2.796659545542824,2.3716716991490534,8.065419513834435,9.680672268907562,8.5459940652819,1.302872653245872,1.1186638182171296,3.1622289321987376,1.2904671222135096,6.223289315726291,2.8486646884273,3.25718163311468,2.796659545542824,3.952786165248422,1.9357006833202646,8.989195678271308,5.6973293768546,0.4259724892767342,0.3289924605894448,2.323205162678139,0.6862861908733469,1.9693654266958425,4.885496183206107,9.797367253364888,9.5407813570939,9.292820650712557,3.7745740498034075,3.1509846827133483,4.2748091603053435,1.7038899571069368,0.6579849211788896,1.1616025813390696,0.6862861908733469,0.39387308533916854,0.6106870229007634,0.8519449785534684,4.934886908841673,3.0976068835708523,3.7745740498034075,0.39387308533916854,4.2748091603053435,122.0,0.0
21600068.0,1610612739.0,7.241532317704482,26.977381768334475,32.52487227749395,36.716311211724054,18.51203501094092,12.82442748091603,2.129862446383671,12.501713502398903,1.5488034417854262,5.490289526986775,1.9693654266958425,4.2748091603053435,6.389587339151014,2.9609321453050033,3.0976068835708523,1.0294292863100203,1.1816192560175056,0.6106870229007634,3.4077799142138736,9.5407813570939,10.454423232051626,13.382580722030262,6.301969365426697,4.2748091603053435,5.111669871320811,19.0815627141878,24.393654208120463,28.13773382580722,17.330415754923415,8.549618320610687,0.0,1.6449623029472242,1.9360043022317828,5.147146431550101,5.12035010940919,2.4427480916030535,0.0,5.9218642906100065,6.969615488034417,9.608006672226855,14.179431072210066,3.66412213740458,0.4259724892767342,6.250856751199452,9.680021511158914,4.804003336113428,0.7877461706783371,1.83206106870229,1.7038899571069368,9.869773817683345,10.841624092497984,4.804003336113428,0.7877461706783371,2.4427480916030535,0.651436326622936,2.237327636434259,1.5811144660993688,0.6452335611067548,2.4201680672268906,1.42433234421365,7.165799592852296,7.2713148184113425,3.1622289321987376,7.420185952727681,3.8031212484993997,7.12166172106825,3.25718163311468,1.6779957273256945,1.5811144660993688,0.3226167805533774,0.3457382953181272,1.42433234421365,1.302872653245872,2.796659545542824,1.5811144660993688,2.258317463873642,4.494597839135654,8.5459940652819,128.0,1.0
21600069.0,1610612760.0,14.461726883037354,7.666711034207374,15.870069605568446,48.97297297297297,20.4787864422849,17.974468085106384,1.4109001837109614,2.3000133102622122,0.8352668213457077,12.972972972972972,2.73050485897132,0.0,4.585425597060624,1.5333422068414748,0.0,2.918918918918919,1.023939322114245,0.0,5.996325780771586,3.0666844136829496,6.682134570765662,17.18918918918919,7.167575254799715,6.536170212765958,13.756276791181874,6.900039930786637,12.529002320185615,37.62162162162162,21.84403887177056,18.79148936170213,0.0,0.3833355517103687,2.505800464037123,2.5945945945945943,1.7065655368570751,0.0,0.0,1.9166777585518435,5.011600928074246,8.108108108108107,7.167575254799715,1.6340425531914895,2.4690753214941825,1.1500066551311061,0.0,12.0,4.437070395828395,4.902127659574468,2.4690753214941825,3.833355517103687,0.0,14.918918918918918,5.46100971794264,9.804255319148936,0.0,3.9903013508832696,3.569215516173008,0.3366845920037409,0.72791608745103,1.758510151121966,13.446519524617997,11.638378940076203,12.135332754988227,4.040215104044891,2.547706306078605,4.3962753778049155,0.0,1.9951506754416348,2.1415293097038046,0.3366845920037409,0.0,0.0,4.889643463497453,2.6602009005888467,2.4984508613211056,2.0201075520224454,4.731454568431695,0.879255075560983,96.0,0.0
21600069.0,1610612744.0,13.446519524617997,37.907862833391064,13.20609740984013,22.55786766425064,38.21559459117908,11.430315982292779,4.889643463497453,5.3204018011776935,11.064568100136325,4.040215104044891,6.55124478705927,6.594413066707372,4.889643463497453,0.33252511257360584,3.569215516173008,0.6733691840074818,0.72791608745103,0.879255075560983,4.889643463497453,12.968479390370627,4.996901722642211,9.090483984101004,13.10248957411854,4.8359029155854065,9.168081494057725,22.611707655005194,12.849175858222829,22.2211830722469,27.296853279413625,9.671805831170813,0.0,0.9975753377208174,1.427686206469203,1.0100537760112227,6.187286743333755,0.879255075560983,0.0,4.322826463456876,4.63998017102491,9.427168576104746,13.83040566156957,3.9566478400244236,3.66723259762309,10.973328714928991,1.784607758086504,3.366845920037409,5.82332869960824,0.879255075560983,4.278438030560272,11.970904052649809,2.855372412938406,3.70353051204115,6.915202830784785,1.3188826133414746,2.8218003674219228,3.4500199653933183,1.6705336426914155,1.9459459459459458,1.023939322114245,0.0,8.818126148193508,8.81671768933848,8.352668213457077,10.702702702702702,4.437070395828395,6.536170212765958,0.7054500918554807,1.5333422068414748,0.8352668213457077,0.3243243243243243,0.68262621474283,4.902127659574468,4.585425597060624,0.7666711034207374,0.8352668213457077,7.783783783783783,3.4131310737141503,3.268085106382979,122.0,1.0
21600071.0,1610612761.0,24.106722469264977,13.594621656415391,9.65979875419262,46.80564895763281,23.932622122403146,8.160841991634056,1.8833376929113264,1.235874696037763,0.0,2.905178211163416,6.791690061763054,3.49750371070031,5.650013078733979,0.8239164640251753,4.139913751796837,1.936785474108944,0.32341381246490736,1.9430576170557279,9.416688464556632,4.119582320125876,4.82989937709631,18.076664425016812,8.085345311622683,3.1088921872891646,18.08004185194873,12.358746960377628,9.65979875419262,32.60255548083389,20.051656372824258,9.326676561867494,0.0,2.8837076240881134,0.0,0.32279757901815737,1.9404828747894443,1.1658345702334367,0.0,8.239164640251753,0.0,1.936785474108944,6.791690061763054,5.440561327756038,5.2733455401517135,2.471749392075526,0.0,10.329522528581036,5.821448624368332,0.7772230468222912,6.026680617316244,4.119582320125876,0.0,12.589105581708136,7.1151038742279615,1.5544460936445823,1.1951860561626781,0.9881061299176579,0.5463858850313034,1.0040674026728647,1.395856052344602,1.6035634743875278,17.131000138331718,5.269899359560842,6.010244735344337,5.689715281812899,5.2344601962922575,5.612472160356347,4.780744224650713,0.9881061299176579,0.0,1.0040674026728647,0.697928026172301,0.8017817371937639,4.382348872596486,3.2936870997255263,0.0,4.350958744915746,4.187568157033806,1.6035634743875278,96.0,1.0
21600071.0,1610612748.0,31.473232812283857,17.127172918572736,16.3915765509391,17.069145845438698,27.91712104689204,24.4543429844098,0.7967907041084521,5.928636779505947,3.27831531018782,4.685647879140035,9.770992366412214,3.2071269487750556,4.780744224650713,1.9762122598353158,0.0,0.6693782684485764,1.7448200654307524,0.8017817371937639,13.147046617789458,6.916742909423605,5.463858850313033,6.359093550261476,9.770992366412214,9.220489977728285,21.911744362982432,19.432753888380606,16.3915765509391,17.403834979662985,20.239912758996727,17.238307349665924,0.0,0.9881061299176579,4.91747296528173,2.0081348053457293,3.8386041439476553,1.6035634743875278,0.0,5.269899359560842,13.11326124075128,4.685647879140035,7.32824427480916,3.2071269487750556,5.179139576704938,2.305580969807868,0.5463858850313034,2.3428239395700174,4.536532170119957,4.409799554565701,9.959883801355652,3.2936870997255263,0.5463858850313034,4.350958744915746,6.281352235550709,4.810690423162583,0.0,2.059791160062938,2.0699568758984186,1.936785474108944,2.587310499719259,1.1658345702334367,10.923358618885693,5.767415248176227,8.969813128893147,4.84196368527236,3.8809657495788885,5.829172851167184,0.7533350771645305,1.6478329280503505,0.0,0.0,0.0,1.9430576170557279,2.6366727700758568,0.41195823201258763,2.0699568758984186,3.5507733691997307,4.527793374508703,0.3886115234111456,87.0,0.0
21600072.0,1610612751.0,38.8193141102201,15.024812317088688,4.285714285714286,27.317073170731707,12.663316582914572,31.935871743486974,0.982767445828357,3.6645883700216313,4.675324675324675,1.4190687361419068,7.236180904522612,2.693386773547094,4.4224535062276065,2.565211859015142,1.5584415584415583,2.483370288248337,1.809045226130653,0.7695390781563126,13.758744241596997,6.229800229036773,1.5584415584415583,9.57871396895787,5.427135678391959,10.773547094188377,28.008872206108173,13.558976969080035,8.96103896103896,19.866962305986696,15.376884422110551,22.316633266533064,2.4569186145708923,0.0,0.0,3.547671840354767,0.9045226130653266,3.847695390781563,7.3707558437126774,2.565211859015142,1.9480519480519478,9.57871396895787,2.7135678391959797,8.464929859719438,8.844907012455213,2.565211859015142,1.1688311688311688,4.611973392461197,0.9045226130653266,6.541082164328657,10.810441904111928,2.931670696017305,1.5584415584415583,4.966740576496674,1.809045226130653,6.925851703406813,1.128969031752254,1.5650047547887516,2.399666712956534,2.4867398544467743,1.8214014672400707,0.7038123167155425,6.773814190513524,11.346284472218448,10.798500208304404,2.4867398544467743,6.9213255755122685,6.334310850439882,3.386907095256762,1.1737535660915637,2.399666712956534,0.0,0.7285605868960283,3.5190615835777126,1.693453547628381,0.7825023773943758,1.199833356478267,3.5524855063525345,3.2785226410321275,4.926686217008798,95.0,1.0
21600072.0,1610612766.0,25.401803214425716,15.650047547887516,15.597833634217471,32.68286665844332,19.30685555274475,19.70674486803519,1.693453547628381,1.9562559434859395,0.7998889043188446,7.815468113975577,7.649886162408297,7.741935483870967,2.257938063504508,1.1737535660915637,3.599500069434801,0.35524855063525346,1.4571211737920566,4.926686217008798,9.031752254018032,5.868767830457818,5.999166782391335,10.302207968422351,5.8284846951682265,8.44574780058651,14.112112896903175,15.650047547887516,12.798222469101514,22.025410139385716,17.849734378952693,18.299120234604104,0.0,3.130009509577503,0.0,3.9077340569877883,2.9142423475841133,0.0,0.0,8.607526151338133,0.7998889043188446,8.881213765881336,10.199848216544396,1.407624633431085,7.338298706389651,0.7825023773943758,3.599500069434801,8.17071666461083,4.735643814824184,2.81524926686217,11.854174833398668,1.5650047547887516,5.199277878072491,9.591710867151843,5.464204401720212,2.81524926686217,1.4741511687425355,4.031047207023795,1.1688311688311688,0.3547671840354767,0.9045226130653266,1.9238476953907815,6.879372120798498,13.558976969080035,5.064935064935065,4.966740576496674,6.331658291457286,7.310621242484969,0.982767445828357,1.0993765110064895,0.7792207792207791,0.3547671840354767,0.0,0.0,4.913837229141785,1.8322941850108156,3.1168831168831166,2.483370288248337,10.854271356783919,3.4629258517034067,99.0,0.0
21600073.0,1610612752.0,4.257992977268527,30.58407079646018,21.94429847609038,25.310978907517576,17.020760721321412,22.4857564887107,11.70948068748845,3.640960809102402,1.1350499211770888,3.8939967550027044,1.7457190483406577,8.508124076809453,4.257992977268527,0.7281921618204804,3.02679978980557,1.9469983775013522,0.43642976208516443,0.6077231483435324,1.5967473664756977,10.558786346396966,7.1886495007882285,11.292590589507842,6.982876193362631,6.684954631778856,4.790242099427093,23.666245259165613,17.404098791382026,25.310978907517576,15.275041672980754,17.623971301962438,0.0,1.820480404551201,2.2700998423541776,0.38939967550027044,2.182148810425822,2.4308925933741294,0.0,6.917825537294564,6.05359957961114,1.5575987020010817,5.673586907107137,8.508124076809453,1.0644982443171318,7.646017699115045,5.2968996321597475,2.3363980530016226,0.8728595241703289,6.684954631778856,4.257992977268527,9.466498103666245,7.566999474513925,2.725797728501893,0.8728595241703289,9.115847225152985,0.0,1.1466489714664896,1.862570735650768,2.448285633323888,2.858358145470013,0.6608536025699862,6.617923542928765,7.262110152621101,13.503637833468067,7.3448568999716635,4.491705657167163,5.286828820559889,3.6097764779611445,0.0,1.3969280517380758,0.8160952111079627,0.8166737558485752,0.6608536025699862,1.8048882389805723,1.1466489714664896,3.725141471301536,5.3046188722017575,3.2666950233943006,1.9825608077099586,117.0,0.0
21600073.0,1610612741.0,19.252141215792772,32.488387524883876,24.213419563459983,13.057523377727403,25.725223309230117,26.434144102799447,3.0081470649676207,3.822163238221632,2.32821341956346,12.649475772173421,6.125053168864314,4.625975217989904,7.821182368915814,3.0577305905773056,4.190784155214228,1.6321904222159254,1.6333475116971503,0.0,7.219552955922289,9.937624419376244,11.175424413904606,5.7126664777557385,8.57507443641004,9.912804038549792,15.642364737831628,21.786330457863304,20.953920776071136,13.465570983281383,20.825180774138666,19.1647544745296,0.0,3.0577305905773056,0.0,0.40804760555398134,2.041684389621438,3.304268012849931,0.0,6.115461181154611,0.0,2.8563332388778693,4.900042535091451,6.608536025699862,4.813035303948193,9.55540809555408,1.862570735650768,1.224142816661944,6.533390046788601,3.304268012849931,7.219552955922289,11.466489714664895,2.32821341956346,1.6321904222159254,6.9417269247128885,3.965121615419917,0.5322491221585659,2.184576485461441,0.7566999474513925,1.5575987020010817,1.3092892862554932,0.6077231483435324,11.70948068748845,6.553729456384324,6.810299527062533,4.283396430502974,3.0550083345961507,5.469508335091791,1.5967473664756977,0.0,2.2700998423541776,1.1681990265008113,0.8728595241703289,0.0,3.1934947329513954,5.097345132743363,1.1350499211770888,3.1151974040021635,2.182148810425822,2.4308925933741294,104.0,1.0
