,date_game,game_start_time,visitor_team_name,visitor_pts,home_team_name,home_pts,box_score_text,overtimes,attendance,game_remarks,playoffs,br_href,season_year
0,2013-10-29,19:00:00,Orlando Magic,87,Indiana Pacers,97,Box Score,,18165,,False,/boxscores/201310290IND.html,2014
1,2013-10-29,20:00:00,Chicago Bulls,95,Miami Heat,107,Box Score,,19964,,False,/boxscores/201310290MIA.html,2014
2,2013-10-29,22:30:00,Los Angeles Clippers,103,Los Angeles Lakers,116,Box Score,,18997,,False,/boxscores/201310290LAL.html,2014
3,2013-10-30,19:00:00,Brooklyn Nets,94,Cleveland Cavaliers,98,Box Score,,20562,,False,/boxscores/201310300CLE.html,2014
4,2013-10-30,19:00:00,Boston Celtics,87,Toronto Raptors,93,Box Score,,20155,,False,/boxscores/201310300TOR.html,2014
5,2013-10-30,19:00:00,Miami Heat,110,Philadelphia 76ers,114,Box Score,,19523,,False,/boxscores/201310300PHI.html,2014
6,2013-10-30,19:30:00,Washington Wizards,102,Detroit Pistons,113,Box Score,,19258,,False,/boxscores/201310300DET.html,2014
7,2013-10-30,19:30:00,Milwaukee Bucks,83,New York Knicks,90,Box Score,,19812,,False,/boxscores/201310300NYK.html,2014
8,2013-10-30,20:00:00,Indiana Pacers,95,New Orleans Pelicans,90,Box Score,,17803,,False,/boxscores/201310300NOP.html,2014
9,2013-10-30,20:00:00,Orlando Magic,115,Minnesota Timberwolves,120,Box Score,OT,17988,,False,/boxscores/201310300MIN.html,2014
10,2013-10-30,20:00:00,Charlotte Bobcats,83,Houston Rockets,96,Box Score,,18083,,False,/boxscores/201310300HOU.html,2014
11,2013-10-30,20:30:00,Memphis Grizzlies,94,San Antonio Spurs,101,Box Score,,18581,,False,/boxscores/201310300SAS.html,2014
12,2013-10-30,20:30:00,Atlanta Hawks,109,Dallas Mavericks,118,Box Score,,19834,,False,/boxscores/201310300DAL.html,2014
13,2013-10-30,21:00:00,Oklahoma City Thunder,101,Utah Jazz,98,Box Score,,19911,,False,/boxscores/201310300UTA.html,2014
14,2013-10-30,22:00:00,Portland Trail Blazers,91,Phoenix Suns,104,Box Score,,17208,,False,/boxscores/201310300PHO.html,2014
15,2013-10-30,22:00:00,Denver Nuggets,88,Sacramento Kings,90,Box Score,,17317,,False,/boxscores/201310300SAC.html,2014
16,2013-10-30,22:30:00,Los Angeles Lakers,94,Golden State Warriors,125,Box Score,,19596,,False,/boxscores/201310300GSW.html,2014
17,2013-10-31,20:00:00,New York Knicks,81,Chicago Bulls,82,Box Score,,22022,,False,/boxscores/201310310CHI.html,2014
18,2013-10-31,22:30:00,Golden State Warriors,115,Los Angeles Clippers,126,Box Score,,19060,,False,/boxscores/201310310LAC.html,2014
19,2013-11-01,19:00:00,Cleveland Cavaliers,84,Charlotte Bobcats,90,Box Score,,18017,,False,/boxscores/201311010CHA.html,2014
20,2013-11-01,19:00:00,New Orleans Pelicans,90,Orlando Magic,110,Box Score,,18846,,False,/boxscores/201311010ORL.html,2014
21,2013-11-01,19:00:00,Philadelphia 76ers,109,Washington Wizards,102,Box Score,,17160,,False,/boxscores/201311010WAS.html,2014
22,2013-11-01,19:30:00,Toronto Raptors,95,Atlanta Hawks,102,Box Score,,18118,,False,/boxscores/201311010ATL.html,2014
23,2013-11-01,19:30:00,Milwaukee Bucks,105,Boston Celtics,98,Box Score,,18624,,False,/boxscores/201311010BOS.html,2014
24,2013-11-01,20:00:00,Miami Heat,100,Brooklyn Nets,101,Box Score,,17732,,False,/boxscores/201311010BRK.html,2014
25,2013-11-01,20:00:00,Dallas Mavericks,105,Houston Rockets,113,Box Score,,18142,,False,/boxscores/201311010HOU.html,2014
26,2013-11-01,20:00:00,Detroit Pistons,108,Memphis Grizzlies,111,Box Score,OT,18119,,False,/boxscores/201311010MEM.html,2014
27,2013-11-01,20:00:00,Oklahoma City Thunder,81,Minnesota Timberwolves,100,Box Score,,17433,,False,/boxscores/201311010MIN.html,2014
28,2013-11-01,21:00:00,Portland Trail Blazers,113,Denver Nuggets,98,Box Score,,19155,,False,/boxscores/201311010DEN.html,2014
29,2013-11-01,22:00:00,Utah Jazz,84,Phoenix Suns,87,Box Score,,14662,,False,/boxscores/201311010PHO.html,2014
30,2013-11-01,22:00:00,Los Angeles Clippers,110,Sacramento Kings,101,Box Score,,17317,,False,/boxscores/201311010SAC.html,2014
31,2013-11-01,22:30:00,San Antonio Spurs,91,Los Angeles Lakers,85,Box Score,,18997,,False,/boxscores/201311010LAL.html,2014
32,2013-11-02,19:00:00,Cleveland Cavaliers,74,Indiana Pacers,89,Box Score,,16242,,False,/boxscores/201311020IND.html,2014
33,2013-11-02,19:30:00,Chicago Bulls,104,Philadelphia 76ers,107,Box Score,,15782,,False,/boxscores/201311020PHI.html,2014
34,2013-11-02,20:00:00,Charlotte Bobcats,84,New Orleans Pelicans,105,Box Score,,15232,,False,/boxscores/201311020NOP.html,2014
35,2013-11-02,20:30:00,Memphis Grizzlies,99,Dallas Mavericks,111,Box Score,,20262,,False,/boxscores/201311020DAL.html,2014
36,2013-11-02,20:30:00,Toronto Raptors,97,Milwaukee Bucks,90,Box Score,,16046,,False,/boxscores/201311020MIL.html,2014
37,2013-11-02,21:00:00,Houston Rockets,104,Utah Jazz,93,Box Score,,19498,,False,/boxscores/201311020UTA.html,2014
38,2013-11-02,22:00:00,San Antonio Spurs,105,Portland Trail Blazers,115,Box Score,,20028,,False,/boxscores/201311020POR.html,2014
39,2013-11-02,22:30:00,Sacramento Kings,87,Golden State Warriors,98,Box Score,,19596,,False,/boxscores/201311020GSW.html,2014
40,2013-11-03,18:00:00,Boston Celtics,77,Detroit Pistons,87,Box Score,,14978,,False,/boxscores/201311030DET.html,2014
41,2013-11-03,18:00:00,Washington Wizards,93,Miami Heat,103,Box Score,,19600,,False,/boxscores/201311030MIA.html,2014
42,2013-11-03,18:00:00,Brooklyn Nets,86,Orlando Magic,107,Box Score,,15297,,False,/boxscores/201311030ORL.html,2014
43,2013-11-03,19:00:00,Phoenix Suns,96,Oklahoma City Thunder,103,Box Score,,18203,,False,/boxscores/201311030OKC.html,2014
44,2013-11-03,19:30:00,Minnesota Timberwolves,109,New York Knicks,100,Box Score,,19812,,False,/boxscores/201311030NYK.html,2014
45,2013-11-03,21:30:00,Atlanta Hawks,103,Los Angeles Lakers,105,Box Score,,18997,,False,/boxscores/201311030LAL.html,2014
46,2013-11-04,19:00:00,Minnesota Timberwolves,92,Cleveland Cavaliers,93,Box Score,,17892,,False,/boxscores/201311040CLE.html,2014
47,2013-11-04,19:00:00,Golden State Warriors,110,Philadelphia 76ers,90,Box Score,,11089,,False,/boxscores/201311040PHI.html,2014
48,2013-11-04,20:00:00,Boston Celtics,88,Memphis Grizzlies,95,Box Score,,15872,,False,/boxscores/201311040MEM.html,2014
49,2013-11-04,22:30:00,Houston Rockets,118,Los Angeles Clippers,137,Box Score,,19404,,False,/boxscores/201311040LAC.html,2014
50,2013-11-05,19:00:00,Miami Heat,104,Toronto Raptors,95,Box Score,,18470,,False,/boxscores/201311050TOR.html,2014
51,2013-11-05,19:30:00,Utah Jazz,88,Brooklyn Nets,104,Box Score,,17732,,False,/boxscores/201311050BRK.html,2014
52,2013-11-05,19:30:00,Indiana Pacers,99,Detroit Pistons,91,Box Score,,13401,,False,/boxscores/201311050DET.html,2014
53,2013-11-05,19:30:00,Charlotte Bobcats,102,New York Knicks,97,Box Score,,19812,,False,/boxscores/201311050NYK.html,2014
54,2013-11-05,20:00:00,Phoenix Suns,104,New Orleans Pelicans,98,Box Score,,13404,,False,/boxscores/201311050NOP.html,2014
55,2013-11-05,20:30:00,Los Angeles Lakers,104,Dallas Mavericks,123,Box Score,,19670,,False,/boxscores/201311050DAL.html,2014
56,2013-11-05,21:00:00,San Antonio Spurs,102,Denver Nuggets,94,Box Score,,15721,,False,/boxscores/201311050DEN.html,2014
57,2013-11-05,22:00:00,Houston Rockets,116,Portland Trail Blazers,101,Box Score,,17491,,False,/boxscores/201311050POR.html,2014
58,2013-11-05,22:00:00,Atlanta Hawks,105,Sacramento Kings,100,Box Score,,13506,,False,/boxscores/201311050SAC.html,2014
59,2013-11-06,19:00:00,Toronto Raptors,90,Charlotte Bobcats,92,Box Score,,11118,,False,/boxscores/201311060CHA.html,2014
60,2013-11-06,19:00:00,Chicago Bulls,80,Indiana Pacers,97,Box Score,,18165,,False,/boxscores/201311060IND.html,2014
61,2013-11-06,19:00:00,Los Angeles Clippers,90,Orlando Magic,98,Box Score,,15807,,False,/boxscores/201311060ORL.html,2014
62,2013-11-06,19:00:00,Washington Wizards,116,Philadelphia 76ers,102,Box Score,,10117,,False,/boxscores/201311060PHI.html,2014
63,2013-11-06,19:30:00,Utah Jazz,87,Boston Celtics,97,Box Score,,17130,,False,/boxscores/201311060BOS.html,2014
64,2013-11-06,20:00:00,New Orleans Pelicans,99,Memphis Grizzlies,84,Box Score,,15209,,False,/boxscores/201311060MEM.html,2014
65,2013-11-06,20:00:00,Cleveland Cavaliers,104,Milwaukee Bucks,109,Box Score,,14340,,False,/boxscores/201311060MIL.html,2014
66,2013-11-06,20:00:00,Golden State Warriors,106,Minnesota Timberwolves,93,Box Score,,15559,,False,/boxscores/201311060MIN.html,2014
67,2013-11-06,20:30:00,Phoenix Suns,96,San Antonio Spurs,99,Box Score,,17870,,False,/boxscores/201311060SAS.html,2014
68,2013-11-06,21:30:00,Dallas Mavericks,93,Oklahoma City Thunder,107,Box Score,,18203,,False,/boxscores/201311060OKC.html,2014
69,2013-11-07,19:00:00,Los Angeles Clippers,97,Miami Heat,102,Box Score,,19600,,False,/boxscores/201311070MIA.html,2014
70,2013-11-07,21:00:00,Atlanta Hawks,107,Denver Nuggets,109,Box Score,,15404,,False,/boxscores/201311070DEN.html,2014
71,2013-11-07,21:30:00,Los Angeles Lakers,99,Houston Rockets,98,Box Score,,18133,,False,/boxscores/201311070HOU.html,2014
72,2013-11-08,19:00:00,New York Knicks,101,Charlotte Bobcats,91,Box Score,,16465,,False,/boxscores/201311080CHA.html,2014
73,2013-11-08,19:00:00,Toronto Raptors,84,Indiana Pacers,91,Box Score,,13316,,False,/boxscores/201311080IND.html,2014
74,2013-11-08,19:00:00,Boston Celtics,91,Orlando Magic,89,Box Score,,17555,,False,/boxscores/201311080ORL.html,2014
75,2013-11-08,19:00:00,Cleveland Cavaliers,79,Philadelphia 76ers,94,Box Score,,15219,,False,/boxscores/201311080PHI.html,2014
76,2013-11-08,19:00:00,Brooklyn Nets,108,Washington Wizards,112,Box Score,OT,17215,,False,/boxscores/201311080WAS.html,2014
77,2013-11-08,19:30:00,Oklahoma City Thunder,119,Detroit Pistons,110,Box Score,,15624,,False,/boxscores/201311080DET.html,2014
78,2013-11-08,20:00:00,Utah Jazz,73,Chicago Bulls,97,Box Score,,21946,,False,/boxscores/201311080CHI.html,2014
79,2013-11-08,20:00:00,Dallas Mavericks,108,Minnesota Timberwolves,116,Box Score,,13677,,False,/boxscores/201311080MIN.html,2014
80,2013-11-08,20:00:00,Los Angeles Lakers,85,New Orleans Pelicans,96,Box Score,,18209,,False,/boxscores/201311080NOP.html,2014
81,2013-11-08,20:30:00,Golden State Warriors,74,San Antonio Spurs,76,Box Score,,18581,,False,/boxscores/201311080SAS.html,2014
82,2013-11-08,21:00:00,Denver Nuggets,103,Phoenix Suns,114,Box Score,,15145,,False,/boxscores/201311080PHO.html,2014
83,2013-11-08,22:00:00,Sacramento Kings,91,Portland Trail Blazers,104,Box Score,,17627,,False,/boxscores/201311080POR.html,2014
84,2013-11-09,19:00:00,Utah Jazz,91,Toronto Raptors,115,Box Score,,17211,,False,/boxscores/201311090TOR.html,2014
85,2013-11-09,19:30:00,Orlando Magic,94,Atlanta Hawks,104,Box Score,,15189,,False,/boxscores/201311090ATL.html,2014
86,2013-11-09,19:30:00,Indiana Pacers,96,Brooklyn Nets,91,Box Score,,17732,,False,/boxscores/201311090BRK.html,2014
87,2013-11-09,19:30:00,Philadelphia 76ers,125,Cleveland Cavaliers,127,Box Score,2OT,20562,,False,/boxscores/201311090CLE.html,2014
88,2013-11-09,19:30:00,Boston Celtics,111,Miami Heat,110,Box Score,,19710,,False,/boxscores/201311090MIA.html,2014
89,2013-11-09,20:00:00,Los Angeles Clippers,107,Houston Rockets,94,Box Score,,18108,,False,/boxscores/201311090HOU.html,2014
90,2013-11-09,20:00:00,Golden State Warriors,90,Memphis Grizzlies,108,Box Score,,16989,,False,/boxscores/201311090MEM.html,2014
91,2013-11-09,20:30:00,Dallas Mavericks,91,Milwaukee Bucks,83,Box Score,,16448,,False,/boxscores/201311090MIL.html,2014
92,2013-11-09,22:00:00,Portland Trail Blazers,96,Sacramento Kings,85,Box Score,,15482,,False,/boxscores/201311090SAC.html,2014
93,2013-11-10,12:00:00,San Antonio Spurs,120,New York Knicks,89,Box Score,,19812,,False,/boxscores/201311100NYK.html,2014
94,2013-11-10,19:00:00,Washington Wizards,105,Oklahoma City Thunder,106,Box Score,OT,18203,,False,/boxscores/201311100OKC.html,2014
95,2013-11-10,20:00:00,New Orleans Pelicans,94,Phoenix Suns,101,Box Score,,13154,,False,/boxscores/201311100PHO.html,2014
96,2013-11-10,21:30:00,Minnesota Timberwolves,113,Los Angeles Lakers,90,Box Score,,18997,,False,/boxscores/201311100LAL.html,2014
97,2013-11-11,19:00:00,Atlanta Hawks,103,Charlotte Bobcats,94,Box Score,,13996,,False,/boxscores/201311110CHA.html,2014
98,2013-11-11,19:00:00,Memphis Grizzlies,79,Indiana Pacers,95,Box Score,,13130,,False,/boxscores/201311110IND.html,2014
99,2013-11-11,19:00:00,San Antonio Spurs,109,Philadelphia 76ers,85,Box Score,,12424,,False,/boxscores/201311110PHI.html,2014
100,2013-11-11,19:30:00,Orlando Magic,105,Boston Celtics,120,Box Score,,18624,,False,/boxscores/201311110BOS.html,2014
101,2013-11-11,20:00:00,Cleveland Cavaliers,81,Chicago Bulls,96,Box Score,,21778,,False,/boxscores/201311110CHI.html,2014
102,2013-11-11,20:00:00,Toronto Raptors,104,Houston Rockets,110,Box Score,2OT,18134,,False,/boxscores/201311110HOU.html,2014
103,2013-11-11,21:00:00,Denver Nuggets,100,Utah Jazz,81,Box Score,,16866,,False,/boxscores/201311110UTA.html,2014
104,2013-11-11,22:00:00,Detroit Pistons,103,Portland Trail Blazers,109,Box Score,,18834,,False,/boxscores/201311110POR.html,2014
105,2013-11-11,22:30:00,Minnesota Timberwolves,107,Los Angeles Clippers,109,Box Score,,19060,,False,/boxscores/201311110LAC.html,2014
106,2013-11-12,19:30:00,Milwaukee Bucks,95,Miami Heat,118,Box Score,,19600,,False,/boxscores/201311120MIA.html,2014
107,2013-11-12,20:30:00,Washington Wizards,95,Dallas Mavericks,105,Box Score,,19627,,False,/boxscores/201311120DAL.html,2014
108,2013-11-12,22:30:00,Detroit Pistons,95,Golden State Warriors,113,Box Score,,19596,,False,/boxscores/201311120GSW.html,2014
109,2013-11-12,22:30:00,New Orleans Pelicans,95,Los Angeles Lakers,116,Box Score,,18426,,False,/boxscores/201311120LAL.html,2014
110,2013-11-13,19:00:00,Milwaukee Bucks,91,Orlando Magic,94,Box Score,,13588,,False,/boxscores/201311130ORL.html,2014
111,2013-11-13,19:00:00,Houston Rockets,117,Philadelphia 76ers,123,Box Score,OT,11671,,False,/boxscores/201311130PHI.html,2014
112,2013-11-13,19:30:00,Charlotte Bobcats,89,Boston Celtics,83,Box Score,,17032,,False,/boxscores/201311130BOS.html,2014
113,2013-11-13,20:00:00,New York Knicks,95,Atlanta Hawks,91,Box Score,,15057,,False,/boxscores/201311130ATL.html,2014
114,2013-11-13,20:00:00,Toronto Raptors,103,Memphis Grizzlies,87,Box Score,,15971,,False,/boxscores/201311130MEM.html,2014
115,2013-11-13,20:00:00,Cleveland Cavaliers,95,Minnesota Timberwolves,124,Box Score,,14978,,False,/boxscores/201311130MIN.html,2014
116,2013-11-13,20:30:00,Washington Wizards,79,San Antonio Spurs,92,Box Score,,18581,,False,/boxscores/201311130SAS.html,2014
117,2013-11-13,21:00:00,Los Angeles Lakers,99,Denver Nuggets,111,Box Score,,17824,,False,/boxscores/201311130DEN.html,2014
118,2013-11-13,21:00:00,New Orleans Pelicans,105,Utah Jazz,111,Box Score,,16717,,False,/boxscores/201311130UTA.html,2014
119,2013-11-13,22:00:00,Phoenix Suns,89,Portland Trail Blazers,90,Box Score,,19537,,False,/boxscores/201311130POR.html,2014
120,2013-11-13,22:00:00,Brooklyn Nets,86,Sacramento Kings,107,Box Score,,15122,,False,/boxscores/201311130SAC.html,2014
121,2013-11-13,22:30:00,Oklahoma City Thunder,103,Los Angeles Clippers,111,Box Score,,19273,,False,/boxscores/201311130LAC.html,2014
122,2013-11-14,20:00:00,Houston Rockets,109,New York Knicks,106,Box Score,,19812,,False,/boxscores/201311140NYK.html,2014
123,2013-11-14,22:30:00,Oklahoma City Thunder,115,Golden State Warriors,116,Box Score,,19596,,False,/boxscores/201311140GSW.html,2014
124,2013-11-15,19:00:00,Milwaukee Bucks,77,Indiana Pacers,104,Box Score,,16202,,False,/boxscores/201311150IND.html,2014
125,2013-11-15,19:00:00,Chicago Bulls,96,Toronto Raptors,80,Box Score,,19800,,False,/boxscores/201311150TOR.html,2014
126,2013-11-15,19:30:00,Philadelphia 76ers,103,Atlanta Hawks,113,Box Score,,12070,,False,/boxscores/201311150ATL.html,2014
127,2013-11-15,19:30:00,Portland Trail Blazers,109,Boston Celtics,96,Box Score,,18624,,False,/boxscores/201311150BOS.html,2014
128,2013-11-15,19:30:00,Charlotte Bobcats,86,Cleveland Cavaliers,80,Box Score,,18679,,False,/boxscores/201311150CLE.html,2014
129,2013-11-15,19:30:00,Dallas Mavericks,104,Miami Heat,110,Box Score,,19772,,False,/boxscores/201311150MIA.html,2014
130,2013-11-15,20:00:00,Minnesota Timberwolves,113,Denver Nuggets,117,Box Score,,17142,,False,/boxscores/201311150DEN.html,2014
131,2013-11-15,21:00:00,Brooklyn Nets,100,Phoenix Suns,98,Box Score,OT,15984,,False,/boxscores/201311150PHO.html,2014
132,2013-11-15,21:00:00,San Antonio Spurs,91,Utah Jazz,82,Box Score,,17530,,False,/boxscores/201311150UTA.html,2014
133,2013-11-15,22:30:00,Memphis Grizzlies,89,Los Angeles Lakers,86,Box Score,,18997,,False,/boxscores/201311150LAL.html,2014
134,2013-11-15,22:30:00,Detroit Pistons,97,Sacramento Kings,90,Box Score,,17317,,False,/boxscores/201311150SAC.html,2014
135,2013-11-16,19:00:00,Miami Heat,97,Charlotte Bobcats,81,Box Score,,19084,,False,/boxscores/201311160CHA.html,2014
136,2013-11-16,19:00:00,Dallas Mavericks,108,Orlando Magic,100,Box Score,,15039,,False,/boxscores/201311160ORL.html,2014
137,2013-11-16,19:00:00,Cleveland Cavaliers,103,Washington Wizards,96,Box Score,OT,18038,,False,/boxscores/201311160WAS.html,2014
138,2013-11-16,19:30:00,Atlanta Hawks,110,New York Knicks,90,Box Score,,19812,,False,/boxscores/201311160NYK.html,2014
139,2013-11-16,20:00:00,Indiana Pacers,94,Chicago Bulls,110,Box Score,,22158,,False,/boxscores/201311160CHI.html,2014
140,2013-11-16,20:00:00,Denver Nuggets,111,Houston Rockets,122,Box Score,,18147,,False,/boxscores/201311160HOU.html,2014
141,2013-11-16,20:00:00,Boston Celtics,88,Minnesota Timberwolves,106,Box Score,,15111,,False,/boxscores/201311160MIN.html,2014
142,2013-11-16,20:00:00,Philadelphia 76ers,98,New Orleans Pelicans,135,Box Score,,16659,,False,/boxscores/201311160NOP.html,2014
143,2013-11-16,20:30:00,Oklahoma City Thunder,92,Milwaukee Bucks,79,Box Score,,15984,,False,/boxscores/201311160MIL.html,2014
144,2013-11-16,22:30:00,Utah Jazz,88,Golden State Warriors,102,Box Score,,19596,,False,/boxscores/201311160GSW.html,2014
145,2013-11-16,22:30:00,Brooklyn Nets,103,Los Angeles Clippers,110,Box Score,,19349,,False,/boxscores/201311160LAC.html,2014
146,2013-11-17,13:00:00,Portland Trail Blazers,118,Toronto Raptors,110,Box Score,OT,17945,,False,/boxscores/201311170TOR.html,2014
147,2013-11-17,18:00:00,Memphis Grizzlies,97,Sacramento Kings,86,Box Score,,15630,,False,/boxscores/201311170SAC.html,2014
148,2013-11-17,21:30:00,Detroit Pistons,99,Los Angeles Lakers,114,Box Score,,18997,,False,/boxscores/201311170LAL.html,2014
149,2013-11-18,19:30:00,Portland Trail Blazers,108,Brooklyn Nets,98,Box Score,,17732,,False,/boxscores/201311180BRK.html,2014
150,2013-11-18,20:00:00,Charlotte Bobcats,81,Chicago Bulls,86,Box Score,,21628,,False,/boxscores/201311180CHI.html,2014
151,2013-11-18,20:00:00,Denver Nuggets,113,Oklahoma City Thunder,115,Box Score,,18203,,False,/boxscores/201311180OKC.html,2014
152,2013-11-18,20:30:00,Philadelphia 76ers,94,Dallas Mavericks,97,Box Score,,19790,,False,/boxscores/201311180DAL.html,2014
153,2013-11-18,21:00:00,Golden State Warriors,98,Utah Jazz,87,Box Score,,16051,,False,/boxscores/201311180UTA.html,2014
154,2013-11-18,22:30:00,Memphis Grizzlies,106,Los Angeles Clippers,102,Box Score,,19060,,False,/boxscores/201311180LAC.html,2014
155,2013-11-19,19:00:00,Minnesota Timberwolves,100,Washington Wizards,104,Box Score,,14804,,False,/boxscores/201311190WAS.html,2014
156,2013-11-19,19:30:00,New York Knicks,86,Detroit Pistons,92,Box Score,,13213,,False,/boxscores/201311190DET.html,2014
157,2013-11-19,19:30:00,Atlanta Hawks,88,Miami Heat,104,Box Score,,19600,,False,/boxscores/201311190MIA.html,2014
158,2013-11-19,20:00:00,Boston Celtics,85,Houston Rockets,109,Box Score,,18232,,False,/boxscores/201311190HOU.html,2014
159,2013-11-19,22:00:00,Phoenix Suns,104,Sacramento Kings,107,Box Score,,14626,,False,/boxscores/201311190SAC.html,2014
160,2013-11-20,19:00:00,Brooklyn Nets,91,Charlotte Bobcats,95,Box Score,,13843,,False,/boxscores/201311200CHA.html,2014
161,2013-11-20,19:00:00,Washington Wizards,98,Cleveland Cavaliers,91,Box Score,,16189,,False,/boxscores/201311200CLE.html,2014
162,2013-11-20,19:00:00,Indiana Pacers,103,New York Knicks,96,Box Score,OT,19812,,False,/boxscores/201311200NYK.html,2014
163,2013-11-20,19:00:00,Miami Heat,120,Orlando Magic,92,Box Score,,17256,,False,/boxscores/201311200ORL.html,2014
164,2013-11-20,19:00:00,Toronto Raptors,108,Philadelphia 76ers,98,Box Score,,10787,,False,/boxscores/201311200PHI.html,2014
165,2013-11-20,19:30:00,Detroit Pistons,85,Atlanta Hawks,93,Box Score,,13167,,False,/boxscores/201311200ATL.html,2014
166,2013-11-20,20:00:00,Portland Trail Blazers,91,Milwaukee Bucks,82,Box Score,,11789,,False,/boxscores/201311200MIL.html,2014
167,2013-11-20,20:00:00,Los Angeles Clippers,102,Minnesota Timberwolves,98,Box Score,,13101,,False,/boxscores/201311200MIN.html,2014
168,2013-11-20,20:00:00,Utah Jazz,98,New Orleans Pelicans,105,Box Score,,13203,,False,/boxscores/201311200NOP.html,2014
169,2013-11-20,20:30:00,Boston Celtics,93,San Antonio Spurs,104,Box Score,,18581,,False,/boxscores/201311200SAS.html,2014
170,2013-11-20,21:00:00,Sacramento Kings,113,Phoenix Suns,106,Box Score,,12705,,False,/boxscores/201311200PHO.html,2014
171,2013-11-20,21:30:00,Houston Rockets,120,Dallas Mavericks,123,Box Score,,20045,,False,/boxscores/201311200DAL.html,2014
172,2013-11-20,22:30:00,Memphis Grizzlies,88,Golden State Warriors,81,Box Score,OT,19596,,False,/boxscores/201311200GSW.html,2014
173,2013-11-21,20:00:00,Los Angeles Clippers,91,Oklahoma City Thunder,105,Box Score,,18203,,False,/boxscores/201311210OKC.html,2014
174,2013-11-21,22:30:00,Chicago Bulls,87,Denver Nuggets,97,Box Score,,18423,,False,/boxscores/201311210DEN.html,2014
175,2013-11-22,19:00:00,Phoenix Suns,98,Charlotte Bobcats,91,Box Score,,14916,,False,/boxscores/201311220CHA.html,2014
176,2013-11-22,19:00:00,Milwaukee Bucks,107,Philadelphia 76ers,115,Box Score,OT,13588,,False,/boxscores/201311220PHI.html,2014
177,2013-11-22,19:00:00,Washington Wizards,88,Toronto Raptors,96,Box Score,,18671,,False,/boxscores/201311220TOR.html,2014
178,2013-11-22,19:30:00,Indiana Pacers,97,Boston Celtics,82,Box Score,,18624,,False,/boxscores/201311220BOS.html,2014
179,2013-11-22,19:30:00,Atlanta Hawks,96,Detroit Pistons,89,Box Score,,13467,,False,/boxscores/201311220DET.html,2014
180,2013-11-22,20:00:00,San Antonio Spurs,102,Memphis Grizzlies,86,Box Score,,17109,,False,/boxscores/201311220MEM.html,2014
181,2013-11-22,20:00:00,Brooklyn Nets,81,Minnesota Timberwolves,111,Box Score,,15551,,False,/boxscores/201311220MIN.html,2014
182,2013-11-22,20:00:00,Cleveland Cavaliers,100,New Orleans Pelicans,104,Box Score,,15186,,False,/boxscores/201311220NOP.html,2014
183,2013-11-22,20:30:00,Utah Jazz,93,Dallas Mavericks,103,Box Score,,19781,,False,/boxscores/201311220DAL.html,2014
184,2013-11-22,22:00:00,Chicago Bulls,95,Portland Trail Blazers,98,Box Score,,20618,,False,/boxscores/201311220POR.html,2014
185,2013-11-22,22:30:00,Golden State Warriors,95,Los Angeles Lakers,102,Box Score,,18997,,False,/boxscores/201311220LAL.html,2014
186,2013-11-23,15:30:00,Sacramento Kings,102,Los Angeles Clippers,103,Box Score,,19060,,False,/boxscores/201311230LAC.html,2014
187,2013-11-23,19:00:00,Philadelphia 76ers,98,Indiana Pacers,106,Box Score,,18165,,False,/boxscores/201311230IND.html,2014
188,2013-11-23,19:00:00,New York Knicks,89,Washington Wizards,98,Box Score,,18089,,False,/boxscores/201311230WAS.html,2014
189,2013-11-23,19:30:00,Boston Celtics,94,Atlanta Hawks,87,Box Score,,15189,,False,/boxscores/201311230ATL.html,2014
190,2013-11-23,19:30:00,Orlando Magic,99,Miami Heat,101,Box Score,,19647,,False,/boxscores/201311230MIA.html,2014
191,2013-11-23,20:00:00,Minnesota Timberwolves,101,Houston Rockets,112,Box Score,,18196,,False,/boxscores/201311230HOU.html,2014
192,2013-11-23,20:30:00,Charlotte Bobcats,96,Milwaukee Bucks,72,Box Score,,14871,,False,/boxscores/201311230MIL.html,2014
193,2013-11-23,20:30:00,Cleveland Cavaliers,96,San Antonio Spurs,126,Box Score,,18581,,False,/boxscores/201311230SAS.html,2014
194,2013-11-23,21:00:00,Dallas Mavericks,100,Denver Nuggets,102,Box Score,,17841,,False,/boxscores/201311230DEN.html,2014
195,2013-11-23,22:30:00,Portland Trail Blazers,113,Golden State Warriors,101,Box Score,,19596,,False,/boxscores/201311230GSW.html,2014
196,2013-11-24,14:00:00,Detroit Pistons,109,Brooklyn Nets,97,Box Score,,17732,,False,/boxscores/201311240BRK.html,2014
197,2013-11-24,15:30:00,Chicago Bulls,82,Los Angeles Clippers,121,Box Score,,19245,,False,/boxscores/201311240LAC.html,2014
198,2013-11-24,18:00:00,Phoenix Suns,104,Orlando Magic,96,Box Score,,15785,,False,/boxscores/201311240ORL.html,2014
199,2013-11-24,19:00:00,Utah Jazz,73,Oklahoma City Thunder,95,Box Score,,18203,,False,/boxscores/201311240OKC.html,2014
200,2013-11-24,21:30:00,Sacramento Kings,86,Los Angeles Lakers,100,Box Score,,18997,,False,/boxscores/201311240LAL.html,2014
201,2013-11-25,19:00:00,Boston Celtics,96,Charlotte Bobcats,86,Box Score,,13558,,False,/boxscores/201311250CHA.html,2014
202,2013-11-25,19:00:00,Minnesota Timberwolves,84,Indiana Pacers,98,Box Score,,16426,,False,/boxscores/201311250IND.html,2014
